date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191212,5.1,5.19,5.05,5.1,7625797.6,14867600,,,,0,0,0
20191213,5.14,5.19,5.07,5.08,13650656.0,26609571,-0.0039,5.61,4.59,0,0,0
20191216,5.11,5.19,5.04,5.17,8589932.8,16687800,0.0177,5.59,4.57,0,0,0
20191217,5.16,5.21,5.07,5.1,8999779.2,17543298,-0.0135,5.69,4.65,0,0,0
20191218,5.1,5.12,4.99,5.0,6919727.2,13744371,-0.0196,5.61,4.59,0,0,0
20191219,5.03,5.03,4.87,4.87,5176362.4,10552200,-0.026,5.5,4.5,0,0,0
20191220,4.92,4.92,4.73,4.73,5675586.8,11843945,-0.0287,5.36,4.38,0,0,0
20191223,4.72,4.77,4.66,4.7,4529959.6,9611102,-0.0063,5.2,4.26,0,0,0
20191224,4.71,4.86,4.68,4.79,5952917.2,12445784,0.0191,5.17,4.23,0,0,0
20191225,4.8,4.83,4.75,4.83,3439690.0,7174112,0.0084,5.27,4.31,0,0,0
20191226,4.84,4.86,4.77,4.81,3017133.2,6265393,-0.0041,5.31,4.35,0,0,0
20191227,4.8,4.94,4.73,4.83,6412834.0,13314093,0.0042,5.29,4.33,0,0,0
20191230,4.83,5.31,4.8,5.31,13790899.2,26518999,0.0994,5.31,4.35,1,1,0
20200102,5.84,5.84,5.84,5.84,2562586.2,4387990,0.0998,5.84,4.78,1,2,0
20200103,6.42,6.42,5.44,5.5,43489619.2,74644471,-0.0582,6.42,5.26,0,1,0
20200106,5.85,6.05,5.74,5.95,52061052.8,88056234,0.0818,6.05,4.95,0,1,0
20200107,5.8,6.01,5.66,5.86,35656278.4,61110851,-0.0151,6.55,5.36,0,0,0
20200108,5.84,5.85,5.54,5.59,25031355.2,44118661,-0.0461,6.45,5.27,0,0,0
20200109,5.59,5.88,5.56,5.74,17934001.6,31147792,0.0268,6.15,5.03,0,0,0
20200110,5.75,5.97,5.6,5.89,17852206.4,30945591,0.0261,6.31,5.17,0,0,0
20200113,5.85,6.02,5.82,5.99,12191673.6,20652400,0.017,6.48,5.3,0,0,0
20200114,5.96,6.59,5.89,6.43,25936296.0,41345856,0.0735,6.59,5.39,0,1,0
20200115,6.41,7.07,6.36,6.98,55390304.0,81248203,0.0855,7.07,5.79,0,1,0
20200116,6.84,7.36,6.77,6.77,48534544.0,69308472,-0.0301,7.68,6.28,0,0,0
20200117,6.78,7.17,6.68,6.92,26876940.8,38505592,0.0222,7.45,6.09,0,0,0
20200120,7.35,7.61,7.06,7.22,32864416.0,45028161,0.0434,7.61,6.23,0,1,0
20200121,7.1,7.25,7.0,7.1,18021099.2,25302227,-0.0166,7.94,6.5,0,0,0
20200122,6.99,7.34,6.68,7.17,20229492.8,28916894,0.0099,7.81,6.39,0,0,0
20200123,7.17,7.3,6.81,6.94,18773564.8,26602295,-0.0321,7.89,6.45,0,0,0
20200203,6.25,6.25,6.25,6.25,2403000.0,3844800,-0.0994,7.63,6.25,-1,0,0
20200204,5.63,6.09,5.63,5.97,55218912.0,95340209,-0.0448,6.88,5.62,0,0,0
20200205,5.88,6.57,5.88,6.57,33932390.4,52598413,0.1005,6.57,5.37,1,1,0
20200206,6.57,7.12,6.47,6.87,28633094.4,42055587,0.0457,7.23,5.91,0,0,0
20200207,6.94,6.94,6.53,6.68,21066395.2,31511392,-0.0277,7.56,6.18,0,0,0
20200210,6.68,6.97,6.51,6.86,14826502.4,21794457,0.0269,7.35,6.01,0,0,0
20200211,6.85,6.94,6.7,6.73,17161092.8,25308357,-0.019,7.55,6.17,0,0,0
20200212,6.78,6.82,6.68,6.79,10116711.2,14980980,0.0089,7.4,6.06,0,0,0
20200213,6.78,7.06,6.71,6.79,20063254.4,29285631,0.0,7.47,6.11,0,0,0
20200214,6.75,6.84,6.71,6.84,9511817.6,14081790,0.0074,7.47,6.11,0,0,0
20200217,6.84,7.24,6.76,7.1,18021888.0,25650270,0.038,7.52,6.16,0,0,0
20200218,7.01,7.49,6.99,7.17,19550960.0,27128386,0.0099,7.81,6.39,0,0,0
20200219,7.1,7.35,7.05,7.1,14582419.2,20436881,-0.0098,7.89,6.45,0,0,0
20200220,7.11,7.38,7.08,7.3,19246184.0,26577847,0.0282,7.81,6.39,0,0,0
20200221,7.25,7.44,7.21,7.37,14245894.4,19459390,0.0096,8.03,6.57,0,0,0
20200224,7.3,7.42,7.26,7.33,15969294.4,21812604,-0.0054,8.11,6.63,0,0,0
20200225,7.17,7.26,7.04,7.18,20294412.8,28439789,-0.0205,8.06,6.6,0,0,0
20200226,7.1,7.25,6.92,7.05,14204857.6,20010619,-0.0181,7.9,6.46,0,0,0
20200227,7.14,7.15,6.83,6.87,13589398.4,19473670,-0.0255,7.76,6.34,0,0,0
20200228,6.53,6.78,6.31,6.32,15275409.6,23290128,-0.0801,7.56,6.18,0,0,0
20200302,6.39,6.84,6.39,6.7,13266980.8,19856306,0.0601,6.95,5.69,0,0,0
