date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,2.68,2.71,2.65,2.68,6712715.2,25016384,,,,0,0,0
20191216,2.68,2.7,2.67,2.69,3908122.4,14530487,0.0037,2.95,2.41,0,0,0
20191217,2.69,2.74,2.68,2.71,5412551.2,19912006,0.0074,2.96,2.42,0,0,0
20191218,2.72,2.74,2.67,2.7,8123048.0,29992573,-0.0037,2.98,2.44,0,0,0
20191219,2.69,2.71,2.68,2.7,2802301.6,10387063,0.0,2.97,2.43,0,0,0
20191220,2.7,2.74,2.7,2.72,4567637.6,16820461,0.0074,2.97,2.43,0,0,0
20191223,2.71,2.71,2.66,2.67,4866312.0,18148806,-0.0184,2.99,2.45,0,0,0
20191224,2.67,2.69,2.66,2.68,2710431.6,10128554,0.0037,2.94,2.4,0,0,0
20191225,2.69,2.7,2.67,2.68,2870455.2,10700558,0.0,2.95,2.41,0,0,0
20191226,2.69,2.72,2.68,2.72,2588568.0,9565049,0.0149,2.95,2.41,0,0,0
20191227,2.72,2.73,2.69,2.7,5309576.8,19609613,-0.0074,2.99,2.45,0,0,0
20191230,2.69,2.74,2.67,2.74,4509378.4,16615584,0.0148,2.97,2.43,0,0,0
20191231,2.73,2.77,2.71,2.75,5406445.2,19730093,0.0036,3.01,2.47,0,0,0
20200102,2.76,2.79,2.76,2.79,5216057.6,18783241,0.0145,3.03,2.48,0,0,0
20200103,2.78,2.8,2.76,2.77,5349660.4,19239232,-0.0072,3.07,2.51,0,0,0
20200106,2.76,2.78,2.74,2.75,6356340.8,23036098,-0.0072,3.05,2.49,0,0,0
20200107,2.76,2.79,2.75,2.79,4548654.4,16423945,0.0145,3.03,2.48,0,0,0
20200108,2.78,2.79,2.72,2.74,6468177.6,23534841,-0.0179,3.07,2.51,0,0,0
20200109,2.75,2.78,2.74,2.78,9632448.0,34873319,0.0146,3.01,2.47,0,0,0
20200110,2.78,2.79,2.73,2.75,4690380.8,17036739,-0.0108,3.06,2.5,0,0,0
20200113,2.74,2.75,2.71,2.73,3876920.0,14228854,-0.0073,3.03,2.48,0,0,0
20200114,2.73,2.74,2.72,2.73,3104867.8,11395477,0.0,3.0,2.46,0,0,0
20200115,2.73,2.73,2.67,2.68,3760857.6,13959771,-0.0183,3.0,2.46,0,0,0
20200116,2.68,2.69,2.61,2.63,4848823.2,18320240,-0.0187,2.95,2.41,0,0,0
20200117,2.63,2.64,2.58,2.6,4593175.6,17651384,-0.0114,2.89,2.37,0,0,0
20200120,2.61,2.63,2.57,2.63,4623784.4,17821219,0.0115,2.86,2.34,0,0,0
20200121,2.62,2.63,2.59,2.61,3343402.8,12830843,-0.0076,2.89,2.37,0,0,0
20200122,2.6,2.62,2.52,2.6,4825935.6,18784485,-0.0038,2.87,2.35,0,0,0
20200123,2.58,2.6,2.52,2.54,4662626.4,18236512,-0.0231,2.86,2.34,0,0,0
20200203,2.29,2.31,2.29,2.29,3536444.8,15439407,-0.0984,2.79,2.29,-1,0,0
20200204,2.2,2.52,2.2,2.46,12073194.4,49689201,0.0742,2.52,2.06,0,1,0
20200205,2.55,2.71,2.48,2.7,16090942.4,61233635,0.0976,2.71,2.21,0,1,0
20200206,2.7,2.71,2.62,2.68,9000638.4,33839307,-0.0074,2.97,2.43,0,0,0
20200207,2.66,2.66,2.61,2.63,6159291.2,23440967,-0.0187,2.95,2.41,0,0,0
20200210,2.63,2.67,2.58,2.66,7254445.6,27615634,0.0114,2.89,2.37,0,0,0
20200211,2.66,2.66,2.62,2.62,4206736.0,15988931,-0.015,2.93,2.39,0,0,0
20200212,2.61,2.62,2.59,2.61,3576889.2,13739021,-0.0038,2.88,2.36,0,0,0
20200213,2.61,2.61,2.55,2.55,4867526.8,18905126,-0.023,2.87,2.35,0,0,0
20200214,2.54,2.64,2.53,2.63,6764169.6,25926818,0.0314,2.8,2.3,0,0,0
20200217,2.63,2.65,2.61,2.64,5977421.6,22748116,0.0038,2.89,2.37,0,0,0
20200218,2.63,2.64,2.61,2.62,4488173.6,17127925,-0.0076,2.9,2.38,0,0,0
20200219,2.6,2.62,2.59,2.6,4023457.6,15467349,-0.0076,2.88,2.36,0,0,0
20200220,2.58,2.64,2.58,2.63,7960237.6,30404011,0.0115,2.86,2.34,0,0,0
20200221,2.63,2.64,2.61,2.62,5804326.0,22118185,-0.0038,2.89,2.37,0,0,0
20200224,2.61,2.62,2.58,2.58,5918657.2,22842005,-0.0153,2.88,2.36,0,0,0
20200225,2.56,2.69,2.55,2.64,10677196.0,40674941,0.0233,2.84,2.32,0,0,0
20200226,2.62,2.71,2.6,2.68,11505384.0,43174859,0.0152,2.9,2.38,0,0,0
20200227,2.68,2.8,2.68,2.76,12666048.0,45879260,0.0299,2.95,2.41,0,0,0
20200228,2.72,2.89,2.71,2.82,19147307.2,68096137,0.0217,3.04,2.48,0,0,0
20200302,2.82,3.0,2.81,2.89,19835017.6,68029622,0.0248,3.1,2.54,0,0,0
