date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,6.26,6.29,6.22,6.29,9002100.8,14401788,,,,0,0,0
20191216,6.29,6.32,6.26,6.31,5249202.8,8350854,0.0032,6.92,5.66,0,0,0
20191217,6.31,6.45,6.3,6.42,10571805.6,16552360,0.0174,6.94,5.68,0,0,0
20191218,6.42,6.48,6.4,6.42,6433192.0,9991199,0.0,7.06,5.78,0,0,0
20191219,6.4,6.45,6.4,6.42,4164471.6,6483566,0.0,7.06,5.78,0,0,0
20191220,6.43,6.49,6.42,6.44,5798186.4,8974461,0.0031,7.06,5.78,0,0,0
20191223,6.45,6.54,6.36,6.36,7488155.2,11614585,-0.0124,7.08,5.8,0,0,0
20191224,6.37,6.41,6.35,6.39,3278167.0,5139947,0.0047,7.0,5.72,0,0,0
20191225,6.4,6.41,6.34,6.36,3342106.0,5244788,-0.0047,7.03,5.75,0,0,0
20191226,6.38,6.45,6.37,6.44,5222716.0,8131366,0.0126,7.0,5.72,0,0,0
20191227,6.45,6.49,6.41,6.42,5471237.2,8477586,-0.0031,7.08,5.8,0,0,0
20191230,6.42,6.49,6.4,6.49,4879856.0,7563512,0.0109,7.06,5.78,0,0,0
20191231,6.48,6.5,6.46,6.5,5002270.4,7718255,0.0015,7.14,5.84,0,0,0
20200102,6.54,6.58,6.53,6.54,8666425.6,13224286,0.0062,7.15,5.85,0,0,0
20200103,6.55,6.56,6.51,6.53,5002639.2,7659103,-0.0015,7.19,5.89,0,0,0
20200106,6.5,6.55,6.48,6.51,6278366.4,9642258,-0.0031,7.18,5.88,0,0,0
20200107,6.52,6.57,6.51,6.57,5190044.0,7930612,0.0092,7.16,5.86,0,0,0
20200108,6.55,6.56,6.45,6.46,6125461.2,9419830,-0.0167,7.23,5.91,0,0,0
20200109,6.49,6.53,6.47,6.52,4890248.4,7517783,0.0093,7.11,5.81,0,0,0
20200110,6.54,6.54,6.44,6.46,4575066.0,7069950,-0.0092,7.17,5.87,0,0,0
20200113,6.47,6.48,6.42,6.48,3808848.0,5908350,0.0031,7.11,5.81,0,0,0
20200114,6.49,6.53,6.47,6.48,5108567.6,7860322,0.0,7.13,5.83,0,0,0
20200115,6.48,6.48,6.41,6.41,3745299.2,5819499,-0.0108,7.13,5.83,0,0,0
20200116,6.42,6.44,6.36,6.37,3127122.6,4890657,-0.0062,7.05,5.77,0,0,0
20200117,6.38,6.41,6.36,6.37,2476550.2,3880922,0.0,7.01,5.73,0,0,0
20200120,6.37,6.37,6.33,6.37,3241222.6,5103751,0.0,7.01,5.73,0,0,0
20200121,6.35,6.36,6.26,6.27,4839420.0,7682323,-0.0157,7.01,5.73,0,0,0
20200122,6.27,6.28,6.21,6.26,3782359.6,6052763,-0.0016,6.9,5.64,0,0,0
20200123,6.2,6.21,5.99,6.03,8235238.4,13466855,-0.0367,6.89,5.63,0,0,0
20200203,5.43,5.43,5.43,5.43,1244556.0,2292000,-0.0995,6.63,5.43,-1,0,0
20200204,4.91,5.29,4.91,5.16,10345383.2,20120160,-0.0497,5.97,4.89,0,0,0
20200205,5.16,5.25,5.12,5.18,6917298.4,13313201,0.0039,5.68,4.64,0,0,0
20200206,5.18,5.22,5.13,5.2,7397837.6,14322982,0.0039,5.7,4.66,0,0,0
20200207,5.19,5.19,5.12,5.18,5375317.2,10423553,-0.0038,5.72,4.68,0,0,0
20200210,5.17,5.37,5.16,5.33,7130424.8,13509179,0.029,5.7,4.66,0,0,0
20200211,5.35,5.43,5.31,5.37,5281383.2,9834917,0.0075,5.86,4.8,0,0,0
20200212,5.36,5.42,5.31,5.4,4045397.6,7533428,0.0056,5.91,4.83,0,0,0
20200213,5.38,5.48,5.35,5.37,4740035.6,8746346,-0.0056,5.94,4.86,0,0,0
20200214,5.35,5.44,5.33,5.43,4963856.4,9204060,0.0112,5.91,4.83,0,0,0
20200217,5.41,5.51,5.38,5.51,6403284.4,11735069,0.0147,5.97,4.89,0,0,0
20200218,5.51,5.53,5.46,5.52,5219012.0,9484297,0.0018,6.06,4.96,0,0,0
20200219,5.51,5.56,5.49,5.51,4825714.4,8741551,-0.0018,6.07,4.97,0,0,0
20200220,5.52,5.6,5.49,5.59,7286918.4,13145137,0.0145,6.06,4.96,0,0,0
20200221,5.59,5.62,5.53,5.57,6764072.8,12131289,-0.0036,6.15,5.03,0,0,0
20200224,5.55,5.56,5.41,5.44,7205888.8,13197125,-0.0233,6.13,5.01,0,0,0
20200225,5.35,5.39,5.26,5.35,6856346.4,12856937,-0.0165,5.98,4.9,0,0,0
20200226,5.32,5.57,5.3,5.48,12162779.2,22144479,0.0243,5.88,4.81,0,0,0
20200227,5.48,5.52,5.43,5.45,6075559.2,11115500,-0.0055,6.03,4.93,0,0,0
20200228,5.36,5.39,5.21,5.22,7047098.4,13297665,-0.0422,6.0,4.9,0,0,0
20200302,5.25,5.47,5.25,5.44,8250673.6,15288928,0.0421,5.74,4.7,0,0,0
