date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,5.34,5.37,5.25,5.25,3091881.6,5827979,,,,0,0,0
20191216,5.37,5.37,5.18,5.28,4525733.6,8592360,0.0057,5.78,4.73,0,0,0
20191217,5.28,5.3,5.03,5.29,5532506.4,10755869,0.0019,5.81,4.75,0,0,0
20191218,5.29,5.29,5.16,5.25,3597250.8,6886861,-0.0076,5.82,4.76,0,0,0
20191219,5.24,5.25,5.1,5.15,2698709.6,5240640,-0.019,5.78,4.73,0,0,0
20191220,5.15,5.27,5.14,5.22,2574744.8,4949680,0.0136,5.67,4.64,0,0,0
20191223,5.22,5.28,5.1,5.1,2501012.8,4839322,-0.023,5.74,4.7,0,0,0
20191224,5.16,5.16,4.97,5.07,2339536.0,4628501,-0.0059,5.61,4.59,0,0,0
20191225,5.06,5.16,5.04,5.06,2607855.2,5120840,-0.002,5.58,4.56,0,0,0
20191226,5.07,5.09,4.95,5.0,2483407.2,4949300,-0.0119,5.57,4.55,0,0,0
20191227,5.02,5.02,4.76,4.85,4756992.4,9798638,-0.03,5.5,4.5,0,0,0
20191230,4.82,4.82,4.61,4.61,5028179.6,10793928,-0.0495,5.34,4.36,0,0,0
20191231,4.61,4.61,4.38,4.38,3508852.0,7900180,-0.0499,5.07,4.15,0,0,0
20200102,4.29,4.59,4.16,4.5,5701020.0,13251321,0.0274,4.82,3.94,0,0,0
20200103,4.44,4.68,4.35,4.63,3745268.8,8237702,0.0289,4.95,4.05,0,0,0
20200106,4.62,4.81,4.56,4.79,4047348.0,8585229,0.0346,5.09,4.17,0,0,0
20200107,4.8,5.03,4.79,5.03,4926934.4,9905339,0.0501,5.27,4.31,0,0,0
20200108,5.03,5.14,5.0,5.02,4231534.0,8358688,-0.002,5.53,4.53,0,0,0
20200109,5.12,5.12,4.92,4.95,2676693.6,5372662,-0.0139,5.52,4.52,0,0,0
20200110,4.95,5.0,4.82,4.88,2191010.4,4475682,-0.0141,5.44,4.46,0,0,0
20200113,4.88,5.05,4.87,4.97,1767631.8,3569943,0.0184,5.37,4.39,0,0,0
20200114,4.97,5.03,4.88,4.94,1310411.4,2655177,-0.006,5.47,4.47,0,0,0
20200115,4.94,4.94,4.69,4.69,3338374.8,7047565,-0.0506,5.43,4.45,0,0,0
20200116,4.69,4.77,4.46,4.53,3430231.6,7574530,-0.0341,5.16,4.22,0,0,0
20200117,4.56,4.64,4.45,4.61,2032809.2,4449181,0.0177,4.98,4.08,0,0,0
20200120,4.58,4.59,4.38,4.38,3381301.2,7600280,-0.0499,5.07,4.15,0,0,0
20200121,4.16,4.32,4.16,4.21,3150703.6,7437680,-0.0388,4.82,3.94,0,0,0
20200122,4.2,4.42,4.19,4.3,3585616.0,8287500,0.0214,4.63,3.79,0,0,0
20200123,4.18,4.52,4.18,4.52,7777648.0,17380451,0.0512,4.73,3.87,0,0,0
20200203,4.29,4.29,4.29,4.29,198755.7,463300,-0.0509,4.97,4.07,0,0,0
20200204,4.08,4.5,4.08,4.22,5119153.6,12295646,-0.0163,4.72,3.86,0,0,0
20200205,4.22,4.31,4.12,4.18,1943177.2,4634541,-0.0095,4.64,3.8,0,0,0
20200206,4.2,4.2,4.04,4.08,2247500.8,5488036,-0.0239,4.6,3.76,0,0,0
20200207,4.07,4.13,3.88,4.04,4472722.8,11287190,-0.0098,4.49,3.67,0,0,0
20200210,4.07,4.07,3.94,3.95,1554345.4,3907480,-0.0223,4.44,3.64,0,0,0
20200211,4.05,4.05,3.94,4.0,1437579.5,3616900,0.0127,4.35,3.56,0,0,0
20200212,4.0,4.03,3.93,3.97,1469676.0,3702320,-0.0075,4.4,3.6,0,0,0
20200213,3.96,4.0,3.83,3.97,1794054.0,4563003,0.0,4.37,3.57,0,0,0
20200214,3.98,4.02,3.96,4.0,1629703.6,4090521,0.0076,4.37,3.57,0,0,0
20200217,4.15,4.16,4.03,4.12,2845398.8,6956578,0.03,4.4,3.6,0,0,0
20200218,4.09,4.18,4.06,4.14,2158406.4,5258040,0.0049,4.53,3.71,0,0,0
20200219,4.15,4.16,4.06,4.09,1562440.3,3824080,-0.0121,4.55,3.73,0,0,0
20200220,4.09,4.11,4.01,4.04,2389254.0,5905920,-0.0122,4.5,3.68,0,0,0
20200221,4.07,4.07,3.91,3.99,3659793.6,9231901,-0.0124,4.44,3.64,0,0,0
20200224,3.99,3.99,3.89,3.93,1957214.4,4974315,-0.015,4.39,3.59,0,0,0
20200225,3.89,4.13,3.74,4.13,5527512.4,14012081,0.0509,4.32,3.54,0,0,0
20200226,4.16,4.34,4.03,4.33,4871426.8,11510442,0.0484,4.54,3.72,0,0,0
20200227,4.28,4.55,4.28,4.55,4963549.6,11034317,0.0508,4.76,3.9,0,0,0
20200228,4.57,4.77,4.32,4.72,7040912.0,15321134,0.0374,5.0,4.1,0,0,0
20200302,4.6,4.8,4.59,4.65,4649336.0,9907827,-0.0148,5.19,4.25,0,0,0
