date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,20.09,20.8,19.8,20.19,25658233.6,12699106,,,,0,0,0
20191216,20.57,20.77,19.81,20.39,27203795.2,13452076,0.0099,22.21,18.17,0,0,0
20191217,20.3,22.32,20.02,21.99,35628806.4,17161901,0.0785,22.43,18.35,0,0,0
20191218,21.4,22.5,21.05,21.99,36179830.4,16714415,0.0,24.19,19.79,0,0,0
20191219,21.69,21.7,19.79,19.79,27542816.0,13451405,-0.1,24.19,19.79,-1,0,0
20191220,18.92,19.3,18.08,18.2,25426768.0,13612563,-0.0803,21.77,17.81,0,0,0
20191223,18.26,18.57,17.89,18.33,15362064.0,8406100,0.0071,20.02,16.38,0,0,0
20191224,18.23,18.45,17.3,17.76,15350894.4,8621249,-0.0311,20.16,16.5,0,0,0
20191225,17.5,18.29,17.5,18.1,15511624.0,8649077,0.0191,19.54,15.98,0,0,0
20191226,18.15,18.93,17.9,18.4,18345998.4,9974693,0.0166,19.91,16.29,0,0,0
20191227,18.16,19.2,18.16,18.26,17702420.8,9499100,-0.0076,20.24,16.56,0,0,0
20191230,18.79,18.79,16.43,16.63,27766262.4,16159679,-0.0893,20.09,16.43,0,0,0
20191231,16.53,16.59,16.11,16.19,15136404.8,9296406,-0.0265,18.29,14.97,0,0,0
20200102,16.28,16.59,16.2,16.59,14133292.8,8614466,0.0247,17.81,14.57,0,0,0
20200103,16.68,16.88,16.47,16.64,14186870.4,8505253,0.003,18.25,14.93,0,0,0
20200106,16.27,16.76,16.15,16.55,9994902.4,6061578,-0.0054,18.3,14.98,0,0,0
20200107,16.6,16.85,16.55,16.71,10522135.2,6295826,0.0097,18.21,14.9,0,0,0
20200108,16.51,16.65,16.13,16.16,11213894.4,6864678,-0.0329,18.38,15.04,0,0,0
20200109,16.39,16.59,16.23,16.44,7537402.4,4601725,0.0173,17.78,14.54,0,0,0
20200110,16.37,16.93,16.22,16.6,11856271.2,7148038,0.0097,18.08,14.8,0,0,0
20200113,16.38,16.92,16.32,16.72,11243522.4,6744975,0.0072,18.26,14.94,0,0,0
20200114,16.75,17.15,16.59,17.1,12411290.4,7374647,0.0227,18.39,15.05,0,0,0
20200115,17.0,17.3,16.79,16.94,10320940.8,6066832,-0.0094,18.81,15.39,0,0,0
20200116,16.82,17.01,16.39,16.54,7503944.0,4498885,-0.0236,18.63,15.25,0,0,0
20200117,16.4,16.92,16.26,16.58,7021145.6,4239716,0.0024,18.19,14.89,0,0,0
20200120,16.45,16.63,16.18,16.37,5428990.8,3325442,-0.0127,18.24,14.92,0,0,0
20200121,16.37,16.6,16.17,16.18,4776652.4,2924500,-0.0116,18.01,14.73,0,0,0
20200122,16.01,16.04,15.18,15.63,6014055.6,3835523,-0.034,17.8,14.56,0,0,0
20200123,15.4,15.86,14.49,14.79,5933859.2,3914260,-0.0537,17.19,14.07,0,0,0
20200203,13.31,13.31,13.31,13.31,917192.1,689100,-0.1001,16.27,13.31,-1,0,0
20200204,11.98,12.98,11.98,12.41,9366007.2,7640466,-0.0676,14.64,11.98,0,0,0
20200205,12.45,12.85,12.38,12.6,7391476.8,5853940,0.0153,13.65,11.17,0,0,0
20200206,12.74,13.17,12.74,13.06,7503204.8,5806354,0.0365,13.86,11.34,0,0,0
20200207,13.07,13.35,12.86,13.22,6460288.4,4921779,0.0123,14.37,11.75,0,0,0
20200210,13.21,13.59,13.0,13.48,7073462.4,5301885,0.0197,14.54,11.9,0,0,0
20200211,13.44,13.64,13.31,13.49,4909835.2,3640878,0.0007,14.83,12.13,0,0,0
20200212,13.16,13.56,13.16,13.49,4472225.6,3330813,0.0,14.84,12.14,0,0,0
20200213,13.62,13.72,13.27,13.27,4503366.8,3352135,-0.0163,14.84,12.14,0,0,0
20200214,13.18,13.51,13.15,13.45,4920343.2,3695597,0.0136,14.6,11.94,0,0,0
20200217,13.9,14.37,13.8,14.13,10363006.4,7379861,0.0506,14.8,12.1,0,0,0
20200218,14.4,15.15,14.13,14.93,11168952.8,7573392,0.0566,15.54,12.72,0,0,0
20200219,14.79,15.18,14.55,14.58,7947077.6,5382569,-0.0234,16.42,13.44,0,0,0
20200220,14.66,14.87,14.22,14.53,7559562.4,5224142,-0.0034,16.04,13.12,0,0,0
20200221,14.7,14.88,14.53,14.69,6158798.8,4189741,0.011,15.98,13.08,0,0,0
20200224,14.66,14.66,14.32,14.48,5750176.4,3978397,-0.0143,16.16,13.22,0,0,0
20200225,13.95,14.19,13.55,13.95,7005164.8,5047702,-0.0366,15.93,13.03,0,0,0
20200226,13.68,14.07,13.56,13.89,5301839.6,3837150,-0.0043,15.34,12.56,0,0,0
20200227,13.95,14.09,13.69,13.75,3320568.4,2401571,-0.0101,15.28,12.5,0,0,0
20200228,13.23,13.31,12.48,12.54,5804119.2,4485271,-0.088,15.13,12.38,0,0,0
20200302,12.78,13.44,12.77,13.37,4220903.6,3226501,0.0662,13.79,11.29,0,0,0
