date,open,high,low,close,amount,vol,涨幅,max,min,涨停,跌停,连涨天数,破板,大肉,大面,成交额大于20亿
20191219,15.51,15.6,15.05,15.58,19929113.6,13028228,,,,0,0,0,0,0,0,0
20191220,15.52,16.2,15.07,15.94,26124609.6,16606980,0.0231,17.14,14.02,0,0,0,0,0,0,0
20191223,16.48,17.5,16.18,16.74,42915206.4,25480722,0.0502,17.53,14.35,0,0,0,0,0,0,0
20191224,16.07,16.4,15.07,15.11,30122633.6,19620724,-0.0974,18.41,15.07,0,0,0,0,0,0,0
20191225,14.66,15.6,14.56,15.59,22767235.2,15077408,0.0318,16.62,13.6,0,0,0,0,0,0,0
20191226,15.45,16.56,15.1,16.14,28932800.0,18323564,0.0353,17.15,14.03,0,0,0,0,0,0,0
20191227,15.61,16.14,15.15,15.17,22119062.4,14185098,-0.0601,17.75,14.53,0,0,0,0,0,0,0
20191230,14.5,14.78,13.81,14.11,16018363.2,11266538,-0.0699,16.69,13.65,0,0,0,0,0,0,0
20191231,14.26,14.34,14.01,14.31,9569832.0,6741562,0.0142,15.52,12.7,0,0,0,0,0,0,0
20200102,14.46,14.95,14.13,14.73,13640300.8,9364060,0.0294,15.74,12.88,0,0,0,0,0,0,0
20200103,14.66,15.37,14.52,14.77,16768680.0,11174500,0.0027,16.2,13.26,0,0,0,0,0,0,0
20200106,14.38,15.32,14.15,15.06,16697508.8,11206216,0.0196,16.25,13.29,0,0,0,0,0,0,0
20200107,15.01,15.69,14.87,15.52,19189372.8,12590648,0.0305,16.57,13.55,0,0,0,0,0,0,0
20200108,15.41,15.48,14.68,14.69,14570944.0,9643528,-0.0535,17.07,13.97,0,0,0,0,0,0,0
20200109,14.99,15.13,14.74,14.98,8702852.0,5844364,0.0197,16.16,13.22,0,0,0,0,0,0,0
20200110,14.95,15.27,14.6,14.66,8652734.4,5825339,-0.0214,16.48,13.48,0,0,0,0,0,0,0
20200113,14.45,15.16,14.15,15.07,12191596.0,8216804,0.028,16.13,13.19,0,0,0,0,0,0,0
20200114,15.23,15.51,14.85,14.96,13443220.8,8815571,-0.0073,16.58,13.56,0,0,0,0,0,0,0
20200115,14.99,15.48,14.94,15.0,14505964.8,9534602,0.0027,16.46,13.46,0,0,0,0,0,0,0
20200116,14.61,15.46,14.48,15.4,15346779.2,10252427,0.0267,16.5,13.5,0,0,0,0,0,0,0
20200117,15.23,15.36,14.52,14.6,13526084.8,9100611,-0.0519,16.94,13.86,0,0,0,0,0,0,0
20200120,14.4,14.4,14.02,14.26,7865829.6,5528795,-0.0233,16.06,13.14,0,0,0,0,0,0,0
20200121,13.85,14.1,13.53,13.85,9724050.4,7028456,-0.0288,15.69,12.83,0,0,0,0,0,0,0
20200122,13.73,14.07,13.57,13.95,5928872.4,4282908,0.0072,15.24,12.46,0,0,0,0,0,0,0
20200123,13.9,14.29,12.98,13.17,7581460.0,5582010,-0.0559,15.34,12.56,0,0,0,0,0,0,0
20200203,11.85,11.85,11.85,11.85,587049.0,495400,-0.1002,14.49,11.85,0,1,0,0,0,1,0
20200204,10.67,11.5,10.67,11.28,8402494.4,7523614,-0.0481,13.04,10.66,0,0,0,0,0,0,0
20200205,11.49,12.41,11.49,12.2,10881852.8,8945637,0.0816,12.41,10.15,0,0,0,1,0,0,0
20200206,11.97,12.66,11.94,12.46,9145092.8,7379710,0.0213,13.42,10.98,0,0,0,0,0,0,0
20200207,12.37,12.83,12.14,12.68,7917836.0,6336284,0.0177,13.71,11.21,0,0,0,0,0,0,0
20200210,12.49,12.8,12.43,12.75,6164702.8,4880261,0.0055,13.95,11.41,0,0,0,0,0,0,0
20200211,12.79,12.9,12.18,12.47,5864915.2,4709926,-0.022,14.02,11.48,0,0,0,0,0,0,0
20200212,12.47,12.78,12.4,12.66,6372094.8,5047559,0.0152,13.72,11.22,0,0,0,0,0,0,0
20200213,12.66,12.78,12.36,12.51,7276436.0,5769811,-0.0118,13.93,11.39,0,0,0,0,0,0,0
20200214,12.42,12.66,12.31,12.48,5440366.4,4354134,-0.0024,13.76,11.26,0,0,0,0,0,0,0
20200217,12.59,13.16,12.59,13.1,8911941.6,6883878,0.0497,13.73,11.23,0,0,0,0,0,0,0
20200218,13.17,14.3,13.02,13.94,14044769.6,10323420,0.0641,14.41,11.79,0,0,0,0,0,0,0
20200219,13.58,14.7,13.5,14.21,17670398.4,12616377,0.0194,15.33,12.55,0,0,0,0,0,0,0
20200220,14.02,14.6,14.02,14.28,13420875.2,9399780,0.0049,15.63,12.79,0,0,0,0,0,0,0
20200221,14.26,14.87,14.18,14.56,15175510.4,10470867,0.0196,15.71,12.85,0,0,0,0,0,0,0
20200224,14.38,15.1,14.18,14.88,14653710.4,9998363,0.022,16.02,13.1,0,0,0,0,0,0,0
20200225,14.23,15.89,13.79,15.88,23658816.0,15817188,0.0672,16.37,13.39,0,0,0,0,1,0,0
