date,open,high,low,close,amount,vol,涨幅,max,min,涨停,跌停,连涨天数,破板,大肉,大面,成交额大于20亿
20191217,16.49,16.68,16.28,16.5,111907392.0,68087814,,,,0,0,0,0,0,0,0
20191218,16.58,17.06,16.4,16.68,124045017.6,74140040,0.0109,18.15,14.85,0,0,0,0,0,0,0
20191219,16.59,16.6,16.17,16.26,86170060.8,52799745,-0.0252,18.35,15.01,0,0,0,0,0,0,0
20191220,16.2,16.42,15.92,15.93,71414988.8,44314307,-0.0203,17.89,14.63,0,0,0,0,0,0,0
20191223,15.8,16.26,15.53,15.9,80964070.4,50758818,-0.0019,17.52,14.34,0,0,0,0,0,0,0
20191224,15.96,16.06,15.74,16.01,58661152.0,36832826,0.0069,17.49,14.31,0,0,0,0,0,0,0
20191225,15.9,16.72,15.88,16.64,156140812.8,94785333,0.0394,17.61,14.41,0,0,0,0,0,0,0
20191226,16.5,16.57,16.25,16.54,88927424.0,54101886,-0.006,18.3,14.98,0,0,0,0,0,0,0
20191227,16.49,16.63,15.85,15.85,89159411.2,54791843,-0.0417,18.19,14.89,0,0,0,0,0,0,0
20191230,15.56,15.74,15.05,15.51,69051718.4,44613014,-0.0215,17.44,14.26,0,0,0,0,0,0,0
20191231,15.5,15.74,15.4,15.47,38491756.8,24777497,-0.0026,17.06,13.96,0,0,0,0,0,0,0
20200102,15.6,16.03,15.51,15.87,65719398.4,41479307,0.0259,17.02,13.92,0,0,0,0,0,0,0
20200103,15.87,16.09,15.76,15.91,52143081.6,32762873,0.0025,17.46,14.28,0,0,0,0,0,0,0
20200106,15.8,16.64,15.7,16.39,110071091.2,67819992,0.0302,17.5,14.32,0,0,0,0,0,0,0
20200107,16.43,16.53,16.21,16.48,78880249.6,48089104,0.0055,18.03,14.75,0,0,0,0,0,0,0
20200108,16.36,16.66,15.88,15.93,88979628.8,54686633,-0.0334,18.13,14.83,0,0,0,0,0,0,0
20200109,16.14,16.59,16.07,16.53,109488704.0,66853712,0.0377,17.52,14.34,0,0,0,0,0,0,0
20200110,16.64,16.98,16.34,16.64,139088972.8,83573274,0.0067,18.18,14.88,0,0,0,0,0,0,0
20200113,16.67,17.28,16.55,17.2,171358054.4,100543504,0.0337,18.3,14.98,0,0,0,0,0,0,0
20200114,17.37,17.37,16.63,16.63,136740672.0,81248651,-0.0331,18.92,15.48,0,0,0,0,0,0,0
20200115,16.45,17.08,16.4,16.97,118368780.8,70354138,0.0204,18.29,14.97,0,0,0,0,0,0,0
20200116,16.9,17.05,16.6,16.8,97265004.8,57866356,-0.01,18.67,15.27,0,0,0,0,0,0,0
20200117,16.8,17.05,16.5,16.51,82104742.4,48975981,-0.0173,18.48,15.12,0,0,0,0,0,0,0
20200120,16.51,17.15,16.33,17.02,108067481.6,64132115,0.0309,18.16,14.86,0,0,0,0,0,0,0
20200121,16.4,16.46,15.89,16.17,151873945.6,94078825,-0.0499,18.72,15.32,0,0,0,0,0,0,0
20200122,16.02,17.03,15.95,16.84,145931456.0,88208072,0.0414,17.79,14.55,0,0,0,0,0,0,0
20200123,16.67,17.69,16.5,16.95,204499622.4,119610004,0.0065,18.52,15.16,0,0,0,0,0,0,0
20200203,15.26,15.26,15.26,15.26,12558522.4,8229700,-0.0997,18.64,15.26,0,1,0,0,0,1,0
20200204,13.75,15.14,13.75,14.71,133742092.8,91557984,-0.036,16.79,13.73,0,0,0,0,0,0,0
20200205,14.7,15.23,14.51,14.71,104964467.2,70618727,0.0,16.18,13.24,0,0,0,0,0,0,0
20200206,14.63,14.96,14.49,14.88,88392230.4,60041147,0.0116,16.18,13.24,0,0,0,0,0,0,0
20200207,14.81,15.54,14.71,15.43,120912064.0,79571397,0.037,16.37,13.39,0,0,0,0,0,0,0
20200210,15.22,15.57,15.15,15.4,83346272.0,54409878,-0.0019,16.97,13.89,0,0,0,0,0,0,0
20200211,15.4,15.55,15.18,15.28,74753446.4,48724503,-0.0078,16.94,13.86,0,0,0,0,0,0,0
20200212,15.25,16.15,15.18,16.02,145020672.0,92161362,0.0484,16.81,13.75,0,0,0,0,0,0,0
20200213,16.06,17.62,15.79,17.28,341921024.0,201517620,0.0787,17.62,14.42,0,0,0,1,0,0,0
20200214,17.5,18.81,17.28,17.89,338348134.4,188412568,0.0353,19.01,15.55,0,0,0,0,0,0,0
20200217,18.79,18.98,17.78,18.5,278245734.4,151738698,0.0341,19.68,16.1,0,0,0,0,0,0,0
20200218,18.3,20.26,18.18,19.7,285390131.2,147062975,0.0649,20.35,16.65,0,0,0,0,0,0,0
20200219,19.41,21.37,19.01,20.6,327289369.6,161295454,0.0457,21.67,17.73,0,0,0,0,0,0,0
20200220,20.26,20.96,19.7,20.63,250425497.6,123242743,0.0015,22.66,18.54,0,0,0,0,0,0,0
20200221,20.46,21.03,20.14,21.03,248282598.4,120850224,0.0194,22.69,18.57,0,0,0,0,0,0,0
