date,open,high,low,close,amount,vol,涨幅,max,min,涨停,跌停,连涨天数,破板,大肉,大面,成交额大于20亿
20191217,6.52,6.67,6.48,6.63,6100142.0,9239764,,,,0,0,0,0,0,0,0
20191218,6.61,6.89,6.57,6.74,8031757.6,11893434,0.0166,7.29,5.97,0,0,0,0,0,0,0
20191219,6.73,7.14,6.7,7.01,10039878.4,14522406,0.0401,7.41,6.07,0,0,0,0,0,0,0
20191220,7.05,7.1,6.75,6.81,7869116.0,11416007,-0.0285,7.71,6.31,0,0,0,0,0,0,0
20191223,6.77,6.79,6.39,6.49,5615726.8,8501000,-0.047,7.49,6.13,0,0,0,0,0,0,0
20191224,6.51,6.63,6.43,6.6,4101713.6,6258000,0.0169,7.14,5.84,0,0,0,0,0,0,0
20191225,6.62,6.82,6.58,6.76,5764285.2,8600600,0.0242,7.26,5.94,0,0,0,0,0,0,0
20191226,6.75,6.81,6.66,6.75,4004894.4,5963000,-0.0015,7.44,6.08,0,0,0,0,0,0,0
20191227,6.75,6.8,6.56,6.61,4533571.6,6800100,-0.0207,7.43,6.08,0,0,0,0,0,0,0
20191230,6.01,6.18,5.95,5.99,12305677.6,20586882,-0.0938,7.27,5.95,0,0,0,0,0,0,0
20191231,5.89,6.03,5.85,5.94,5366446.4,9039721,-0.0083,6.59,5.39,0,0,0,0,0,0,0
20200102,6.0,6.28,5.94,6.2,7305871.2,11946677,0.0438,6.53,5.35,0,0,0,0,0,0,0
20200103,6.23,6.46,6.2,6.46,6912276.8,10910886,0.0419,6.82,5.58,0,0,0,0,0,0,0
20200106,6.4,6.52,6.29,6.44,6061938.8,9439878,-0.0031,7.11,5.81,0,0,0,0,0,0,0
20200107,6.45,6.63,6.44,6.55,5246666.8,8023000,0.0171,7.08,5.8,0,0,0,0,0,0,0
20200108,6.53,6.76,6.41,6.48,7015638.4,10662600,-0.0107,7.2,5.9,0,0,0,0,0,0,0
20200109,6.55,6.74,6.5,6.64,5785008.8,8706100,0.0247,7.13,5.83,0,0,0,0,0,0,0
20200110,6.75,6.85,6.54,6.61,4043737.6,6105500,-0.0045,7.3,5.98,0,0,0,0,0,0,0
20200113,6.61,6.69,6.46,6.59,4620326.0,7021300,-0.003,7.27,5.95,0,0,0,0,0,0,0
20200114,6.62,6.65,6.51,6.61,4052884.0,6156700,0.003,7.25,5.93,0,0,0,0,0,0,0
20200115,6.57,6.64,6.29,6.37,5429528.8,8493248,-0.0363,7.27,5.95,0,0,0,0,0,0,0
20200116,6.37,6.47,6.23,6.24,3937987.6,6194600,-0.0204,7.01,5.73,0,0,0,0,0,0,0
20200117,6.23,6.32,6.12,6.14,3082191.0,4965805,-0.016,6.86,5.62,0,0,0,0,0,0,0
20200120,6.09,6.2,6.02,6.19,3391312.8,5554601,0.0081,6.75,5.53,0,0,0,0,0,0,0
20200121,6.32,6.39,6.04,6.05,5178910.8,8416401,-0.0226,6.81,5.57,0,0,0,0,0,0,0
20200122,5.99,6.27,5.99,6.17,5028862.8,8139648,0.0198,6.66,5.44,0,0,0,0,0,0,0
20200123,6.13,6.24,5.88,6.0,4170441.6,6890289,-0.0276,6.79,5.55,0,0,0,0,0,0,0
20200203,5.4,5.4,5.4,5.4,182304.0,337600,-0.1,6.6,5.4,0,1,0,0,0,1,0
20200204,4.86,5.38,4.86,5.35,4792142.0,9489232,-0.0093,5.94,4.86,0,0,0,0,1,0,0
20200205,5.27,5.63,5.23,5.37,3819154.4,7015248,0.0037,5.88,4.81,0,0,0,0,0,0,0
20200206,5.33,5.44,5.3,5.37,4074189.6,7589251,0.0,5.91,4.83,0,0,0,0,0,0,0
20200207,5.3,5.41,5.21,5.34,2949408.0,5548287,-0.0056,5.91,4.83,0,0,0,0,0,0,0
20200210,5.32,5.46,5.3,5.45,3274497.0,6079141,0.0206,5.87,4.81,0,0,0,0,0,0,0
20200211,5.45,5.52,5.41,5.43,2443630.4,4476500,-0.0037,6.0,4.9,0,0,0,0,0,0,0
20200212,5.48,5.73,5.46,5.63,4248751.2,7578448,0.0368,5.97,4.89,0,0,0,0,0,0,0
20200213,5.61,5.74,5.4,5.47,4483443.6,8081910,-0.0284,6.19,5.07,0,0,0,0,0,0,0
20200214,5.43,5.53,5.4,5.44,2284001.8,4179610,-0.0055,6.02,4.92,0,0,0,0,0,0,0
20200217,5.98,5.98,5.98,5.98,1036692.8,1733600,0.0993,5.98,4.9,1,0,1,1,1,0,0
20200218,6.58,6.58,6.58,6.58,1253161.7,1904501,0.1003,6.58,5.38,1,0,2,1,1,0,0
20200219,6.58,6.6,6.06,6.09,13453097.6,21263500,-0.0745,7.24,5.92,0,0,0,0,0,0,0
