date,open,high,low,close,amount,vol,涨幅,max,min,涨停,跌停,连涨天数,破板,大肉,大面,成交额大于20亿
20191219,3.11,3.13,3.1,3.12,944686.9,3031286,,,,0,0,0,0,0,0,0
20191220,3.13,3.13,3.09,3.09,903726.0,2904012,-0.0096,3.43,2.81,0,0,0,0,0,0,0
20191223,3.09,3.09,3.03,3.04,1216973.0,3977950,-0.0162,3.4,2.78,0,0,0,0,0,0,0
20191224,3.02,3.09,3.02,3.08,836552.6,2734810,0.0132,3.34,2.74,0,0,0,0,0,0,0
20191225,3.07,3.1,3.06,3.07,751990.4,2440657,-0.0032,3.39,2.77,0,0,0,0,0,0,0
20191226,3.08,3.11,3.07,3.11,1055192.5,3410370,0.013,3.38,2.76,0,0,0,0,0,0,0
20191227,3.11,3.12,3.06,3.07,962615.8,3109634,-0.0129,3.42,2.8,0,0,0,0,0,0,0
20191230,3.06,3.08,3.02,3.06,1128015.5,3698200,-0.0033,3.38,2.76,0,0,0,0,0,0,0
20191231,3.07,3.08,3.04,3.08,1342962.7,4388980,0.0065,3.37,2.75,0,0,0,0,0,0,0
20200102,3.1,3.12,3.08,3.11,1705851.2,5494497,0.0097,3.39,2.77,0,0,0,0,0,0,0
20200103,3.12,3.28,3.1,3.19,3848433.2,12097273,0.0257,3.42,2.8,0,0,0,0,0,0,0
20200106,3.16,3.22,3.14,3.19,2618196.2,8232725,0.0,3.51,2.87,0,0,0,0,0,0,0
20200107,3.18,3.22,3.18,3.21,1871819.6,5840520,0.0063,3.51,2.87,0,0,0,0,0,0,0
20200108,3.24,3.29,3.19,3.28,4387571.2,13536660,0.0218,3.53,2.89,0,0,0,0,0,0,0
20200109,3.3,3.3,3.22,3.25,3140447.2,9666700,-0.0091,3.61,2.95,0,0,0,0,0,0,0
20200110,3.26,3.26,3.15,3.18,2892837.0,9085474,-0.0215,3.58,2.92,0,0,0,0,0,0,0
20200113,3.16,3.2,3.15,3.2,1232859.3,3875000,0.0063,3.5,2.86,0,0,0,0,0,0,0
