date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,1.37,1.4,1.34,1.39,1580794.3,11528595,,,,0,0,0
20191216,1.39,1.4,1.37,1.39,885371.7,6399372,0.0,1.53,1.25,0,0,0
20191217,1.4,1.46,1.38,1.46,1436131.3,9907809,0.0504,1.53,1.25,0,0,0
20191218,1.48,1.51,1.45,1.46,1711829.6,11633715,0.0,1.61,1.31,0,0,0
20191219,1.47,1.53,1.46,1.53,1828859.4,12064232,0.0479,1.61,1.31,0,0,0
20191220,1.55,1.61,1.55,1.61,3475048.8,21675680,0.0523,1.68,1.38,0,0,0
20191223,1.61,1.69,1.53,1.65,4065201.6,25025836,0.0248,1.77,1.45,0,0,0
20191224,1.66,1.73,1.63,1.73,2046286.4,11937652,0.0485,1.82,1.48,0,0,0
20191225,1.8,1.82,1.68,1.71,4638026.0,26653371,-0.0116,1.9,1.56,0,0,0
20191226,1.66,1.73,1.64,1.72,1877143.4,11183931,0.0058,1.88,1.54,0,0,0
20191227,1.73,1.81,1.72,1.81,1191092.5,6621764,0.0523,1.89,1.55,0,0,0
20191230,1.9,1.9,1.85,1.9,1174738.2,6193706,0.0497,1.99,1.63,0,0,0
20191231,1.96,2.0,1.87,1.9,5090183.6,26183430,0.0,2.09,1.71,0,0,0
20200102,2.0,2.0,1.94,2.0,2232560.8,11266029,0.0526,2.09,1.71,0,0,0
20200103,2.06,2.1,2.04,2.1,2762305.6,13242262,0.05,2.2,1.8,0,0,0
20200106,2.16,2.21,2.14,2.21,2037636.0,9309106,0.0524,2.31,1.89,0,0,0
20200107,2.32,2.32,2.32,2.32,258934.5,1116097,0.0498,2.43,1.99,0,0,0
20200108,2.44,2.44,2.44,2.44,332205.5,1361498,0.0517,2.55,2.09,0,0,0
20200109,2.54,2.56,2.32,2.32,8841792.8,36236600,-0.0492,2.68,2.2,0,0,0
20200110,2.2,2.33,2.2,2.2,6475174.4,29084359,-0.0517,2.55,2.09,0,0,0
20200113,2.13,2.31,2.09,2.24,4467672.0,20477118,0.0182,2.42,1.98,0,0,0
20200114,2.25,2.3,2.13,2.16,2758344.8,12401795,-0.0357,2.46,2.02,0,0,0
20200115,2.2,2.27,2.19,2.27,1903192.2,8456441,0.0509,2.38,1.94,0,0,0
20200116,2.37,2.38,2.29,2.32,4577211.2,19459370,0.022,2.5,2.04,0,0,0
20200117,2.3,2.35,2.2,2.25,3004056.2,13345582,-0.0302,2.55,2.09,0,0,0
20200120,2.25,2.28,2.17,2.19,1626294.2,7369505,-0.0267,2.48,2.02,0,0,0
20200121,2.15,2.19,2.14,2.16,1132446.6,5243601,-0.0137,2.41,1.97,0,0,0
20200122,2.17,2.27,2.17,2.21,1558990.8,6999169,0.0231,2.38,1.94,0,0,0
20200123,2.19,2.19,2.1,2.12,2160624.4,10177338,-0.0407,2.43,1.99,0,0,0
20200203,2.01,2.01,2.01,2.01,285842.1,1422100,-0.0519,2.33,1.91,0,0,0
20200204,1.91,1.99,1.91,1.91,3457152.0,17936440,-0.0498,2.21,1.81,0,0,0
20200205,1.95,2.01,1.9,2.01,2698856.2,13587170,0.0524,2.1,1.72,0,0,0
20200206,2.01,2.04,1.95,1.99,2067222.6,10387802,-0.01,2.21,1.81,0,0,0
20200207,1.96,1.96,1.89,1.93,2093934.4,10911430,-0.0302,2.19,1.79,0,0,0
20200210,1.91,1.98,1.89,1.96,2076952.0,10746477,0.0155,2.12,1.74,0,0,0
20200211,1.95,1.98,1.93,1.97,1326997.7,6777100,0.0051,2.16,1.76,0,0,0
20200212,1.95,2.07,1.94,2.07,1694524.0,8335679,0.0508,2.17,1.77,0,0,0
20200213,2.11,2.17,2.04,2.04,3127449.6,14821800,-0.0145,2.28,1.86,0,0,0
20200214,2.0,2.02,1.95,1.98,1529599.7,7695068,-0.0294,2.24,1.84,0,0,0
20200217,1.99,2.07,1.99,2.05,1293232.5,6352703,0.0354,2.18,1.78,0,0,0
20200218,2.04,2.12,2.04,2.09,1585074.9,7652585,0.0195,2.26,1.84,0,0,0
20200219,2.09,2.14,2.06,2.09,1547441.7,7382727,0.0,2.3,1.88,0,0,0
20200220,2.09,2.14,2.06,2.11,1371340.1,6544400,0.0096,2.3,1.88,0,0,0
20200221,2.1,2.13,2.08,2.09,1361503.6,6481908,-0.0095,2.32,1.9,0,0,0
20200224,2.08,2.13,2.06,2.1,1218668.9,5839489,0.0048,2.3,1.88,0,0,0
20200225,2.05,2.08,2.0,2.03,2236210.0,11013487,-0.0333,2.31,1.89,0,0,0
20200226,2.01,2.09,1.97,2.0,1560956.8,7693986,-0.0148,2.23,1.83,0,0,0
20200227,2.0,2.1,2.0,2.1,2671914.0,12928097,0.05,2.2,1.8,0,0,0
20200228,2.09,2.21,2.07,2.15,5090682.4,23750994,0.0238,2.31,1.89,0,0,0
20200302,2.14,2.21,2.08,2.18,2815040.4,13089625,0.014,2.37,1.94,0,0,0
