date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,7.29,7.38,7.08,7.2,22787764.8,31697396,,,,0,0,0
20191216,7.24,7.48,7.14,7.39,23034510.4,31494733,0.0264,7.92,6.48,0,0,0
20191217,7.3,7.43,7.25,7.33,20221862.4,27609324,-0.0081,8.13,6.65,0,0,0
20191218,7.29,7.35,7.17,7.31,17844649.6,24541579,-0.0027,8.06,6.6,0,0,0
20191219,7.31,7.84,7.28,7.72,31146371.2,41010602,0.0561,8.04,6.58,0,0,0
20191220,7.6,7.67,7.36,7.61,23806224.0,31622938,-0.0142,8.49,6.95,0,0,0
20191223,7.54,7.67,7.28,7.44,13964600.0,18741110,-0.0223,8.37,6.85,0,0,0
20191224,7.43,7.6,7.22,7.51,9905163.2,13414259,0.0094,8.18,6.7,0,0,0
20191225,7.55,7.81,7.34,7.6,20686995.2,27210299,0.012,8.26,6.76,0,0,0
20191226,7.57,7.6,7.32,7.45,9361074.4,12583230,-0.0197,8.36,6.84,0,0,0
20191227,7.4,7.65,7.35,7.45,17547355.2,23349499,0.0,8.2,6.7,0,0,0
20191230,7.4,7.47,7.22,7.27,13902158.4,18966829,-0.0242,8.2,6.7,0,0,0
20191231,7.32,7.49,7.19,7.4,15111747.2,20486720,0.0179,8.0,6.54,0,0,0
20200102,7.44,8.12,7.36,7.96,35746569.6,45443809,0.0757,8.14,6.66,0,0,0
20200103,8.1,8.38,7.86,8.2,40585555.2,50075364,0.0302,8.76,7.16,0,0,0
20200106,8.09,8.99,8.06,8.63,53840947.2,62387089,0.0524,9.02,7.38,0,0,0
20200107,8.55,9.22,8.55,8.85,48239974.4,53833460,0.0255,9.49,7.77,0,0,0
20200108,8.8,8.86,8.46,8.63,35124723.2,40535397,-0.0249,9.74,7.96,0,0,0
20200109,8.7,8.86,8.32,8.78,32915766.4,38158709,0.0174,9.49,7.77,0,0,0
20200110,8.68,8.71,8.32,8.36,20109377.6,23830474,-0.0478,9.66,7.9,0,0,0
20200113,8.38,8.53,8.13,8.41,23295358.4,27977772,0.006,9.2,7.52,0,0,0
20200114,8.41,8.46,7.99,8.01,25781953.6,31683211,-0.0476,9.25,7.57,0,0,0
20200115,8.03,8.21,7.86,7.98,22410571.2,27991904,-0.0037,8.81,7.21,0,0,0
20200116,8.03,8.13,7.81,7.91,15511873.6,19565741,-0.0088,8.78,7.18,0,0,0
20200117,7.9,8.1,7.67,7.73,16283737.6,20843874,-0.0228,8.7,7.12,0,0,0
20200120,7.73,7.79,7.43,7.62,32969257.6,43527775,-0.0142,8.5,6.96,0,0,0
20200121,7.36,8.38,7.36,8.38,62498796.8,76691817,0.0997,8.38,6.86,1,1,0
20200122,8.2,8.42,7.55,8.25,68484384.0,85971520,-0.0155,9.22,7.54,0,0,0
20200123,7.96,8.19,7.59,7.73,42655398.4,54302163,-0.063,9.08,7.42,0,0,0
20200203,6.96,7.26,6.96,6.96,13323937.6,18914139,-0.0996,8.5,6.96,-1,0,0
20200204,6.85,7.48,6.73,7.25,24575409.6,34716760,0.0417,7.66,6.26,0,0,0
20200205,7.33,7.98,7.29,7.98,31019372.8,40052960,0.1007,7.98,6.52,1,1,0
20200206,7.98,8.76,7.93,8.3,46955600.0,56986777,0.0401,8.78,7.18,0,0,0
20200207,8.3,8.37,8.01,8.27,24019227.2,29272092,-0.0036,9.13,7.47,0,0,0
20200210,8.5,9.09,8.36,8.85,44723574.4,50980347,0.0701,9.1,7.44,0,0,0
20200211,8.61,9.03,8.51,8.72,25307899.2,28797674,-0.0147,9.74,7.96,0,0,0
20200212,8.75,9.55,8.73,9.37,26592083.2,28907505,0.0745,9.59,7.85,0,0,0
20200213,9.31,9.58,9.07,9.18,26330067.2,28330921,-0.0203,10.31,8.43,0,0,0
20200214,9.21,9.36,9.02,9.31,14859536.0,16170427,0.0142,10.1,8.26,0,0,0
20200217,9.39,10.0,9.25,9.72,22734524.8,23405509,0.044,10.24,8.38,0,0,0
20200218,9.72,9.82,9.4,9.53,21180443.2,22222414,-0.0195,10.69,8.75,0,0,0
20200219,9.5,9.52,9.15,9.32,19372867.2,20734463,-0.022,10.48,8.58,0,0,0
20200220,9.21,9.5,9.09,9.43,18119632.0,19488929,0.0118,10.25,8.39,0,0,0
20200221,9.42,9.52,9.22,9.29,15380576.0,16485935,-0.0148,10.37,8.49,0,0,0
20200224,9.2,9.42,9.0,9.1,29050892.8,31870915,-0.0205,10.22,8.36,0,0,0
20200225,9.15,9.16,8.48,8.76,37427520.0,42981656,-0.0374,10.01,8.19,0,0,0
20200226,8.64,8.71,8.06,8.06,43487027.2,52308093,-0.0799,9.64,7.88,0,0,0
20200227,8.16,8.38,8.06,8.09,24475080.0,29877822,0.0037,8.87,7.25,0,0,0
20200228,7.93,8.25,7.77,7.88,32694742.4,40981587,-0.026,8.9,7.28,0,0,0
20200302,8.06,8.27,7.94,8.17,24263542.4,29793873,0.0368,8.67,7.09,0,0,0
