date,open,high,low,close,amount,vol,涨幅,max,min,涨停,跌停,连涨天数,破板,大肉,大面,成交额大于20亿
20191217,4.37,4.4,4.34,4.38,14866699.2,33997051,,,,0,0,0,0,0,0,0
20191218,4.39,4.39,4.31,4.33,13387837.6,30819682,-0.0114,4.82,3.94,0,0,0,0,0,0,0
20191219,4.31,4.34,4.3,4.33,12062782.4,27978540,0.0,4.76,3.9,0,0,0,0,0,0,0
20191220,4.33,4.33,4.25,4.26,16978300.8,39678069,-0.0162,4.76,3.9,0,0,0,0,0,0,0
20191223,4.26,4.27,4.21,4.21,12159561.6,28718302,-0.0117,4.69,3.83,0,0,0,0,0,0,0
20191224,4.22,4.23,4.19,4.21,11436064.8,27174693,0.0,4.63,3.79,0,0,0,0,0,0,0
20191225,4.2,4.22,4.18,4.2,7789027.2,18555012,-0.0024,4.63,3.79,0,0,0,0,0,0,0
20191226,4.2,4.23,4.19,4.23,9248876.8,21920462,0.0071,4.62,3.78,0,0,0,0,0,0,0
20191227,4.23,4.25,4.22,4.23,12503886.4,29536406,0.0,4.65,3.81,0,0,0,0,0,0,0
20191230,4.23,4.24,4.16,4.24,12586724.8,29915655,0.0024,4.65,3.81,0,0,0,0,0,0,0
20191231,4.24,4.27,4.21,4.22,13813436.8,32635658,-0.0047,4.66,3.82,0,0,0,0,0,0,0
20200102,4.24,4.26,4.23,4.26,21889235.2,51574009,0.0095,4.64,3.8,0,0,0,0,0,0,0
20200103,4.25,4.27,4.22,4.24,14384329.6,33910568,-0.0047,4.69,3.83,0,0,0,0,0,0,0
20200106,4.23,4.24,4.19,4.2,21672865.6,51503736,-0.0094,4.66,3.82,0,0,0,0,0,0,0
20200107,4.21,4.26,4.2,4.24,16516041.6,39018437,0.0095,4.62,3.78,0,0,0,0,0,0,0
20200108,4.23,4.24,4.17,4.18,18310756.8,43665044,-0.0142,4.66,3.82,0,0,0,0,0,0,0
20200109,4.2,4.21,4.17,4.19,15645713.6,37397959,0.0024,4.6,3.76,0,0,0,0,0,0,0
20200110,4.18,4.19,4.16,4.18,10580312.0,25358347,-0.0024,4.61,3.77,0,0,0,0,0,0,0
20200113,4.16,4.19,4.15,4.18,12534576.8,30093139,0.0,4.6,3.76,0,0,0,0,0,0,0
20200114,4.19,4.19,4.17,4.18,11347884.8,27141234,0.0,4.6,3.76,0,0,0,0,0,0,0
20200115,4.17,4.18,4.15,4.16,8600461.6,20683050,-0.0048,4.6,3.76,0,0,0,0,0,0,0
20200116,4.15,4.17,4.12,4.12,9783972.0,23658278,-0.0096,4.58,3.74,0,0,0,0,0,0,0
20200117,4.12,4.13,4.09,4.09,8986512.0,21868215,-0.0073,4.53,3.71,0,0,0,0,0,0,0
20200120,4.09,4.1,4.07,4.09,12963812.0,31737054,0.0,4.5,3.68,0,0,0,0,0,0,0
20200121,4.09,4.09,4.03,4.04,15365416.0,37951056,-0.0122,4.5,3.68,0,0,0,0,0,0,0
20200122,4.03,4.04,3.97,4.02,15566644.8,38862033,-0.005,4.44,3.64,0,0,0,0,0,0,0
20200123,4.01,4.02,3.94,3.96,13509137.6,33940151,-0.0149,4.42,3.62,0,0,0,0,0,0,0
20200203,3.61,3.81,3.59,3.79,40141987.2,108578073,-0.0429,4.36,3.56,0,0,0,0,0,0,0
20200204,3.75,3.96,3.73,3.9,26223504.0,67698000,0.029,4.17,3.41,0,0,0,0,0,0,0
20200205,3.9,3.94,3.86,3.9,17617587.2,45081072,0.0,4.29,3.51,0,0,0,0,0,0,0
20200206,3.92,3.96,3.89,3.94,17998132.8,45838054,0.0103,4.29,3.51,0,0,0,0,0,0,0
20200207,3.93,3.95,3.9,3.94,12177150.4,31097364,0.0,4.33,3.55,0,0,0,0,0,0,0
20200210,3.92,3.94,3.89,3.92,13607014.4,34787077,-0.0051,4.33,3.55,0,0,0,0,0,0,0
20200211,3.93,3.93,3.89,3.91,9417208.0,24060161,-0.0026,4.31,3.53,0,0,0,0,0,0,0
20200212,3.89,3.91,3.87,3.9,10799368.8,27784742,-0.0026,4.3,3.52,0,0,0,0,0,0,0
20200213,3.9,3.9,3.81,3.81,19951196.8,51941369,-0.0231,4.29,3.51,0,0,0,0,0,0,0
20200214,3.8,3.86,3.8,3.85,11177260.0,29197798,0.0105,4.19,3.43,0,0,0,0,0,0,0
20200217,3.84,3.95,3.83,3.94,12992267.2,33233664,0.0234,4.24,3.47,0,0,0,0,0,0,0
20200218,3.94,4.02,3.92,3.98,11613341.6,29227475,0.0102,4.33,3.55,0,0,0,0,0,0,0
20200219,3.97,3.98,3.91,3.91,13374558.4,33949673,-0.0176,4.38,3.58,0,0,0,0,0,0,0
20200220,3.91,3.94,3.88,3.93,10038487.2,25714242,0.0051,4.3,3.52,0,0,0,0,0,0,0
20200221,3.92,3.93,3.88,3.89,14248616.0,36557534,-0.0102,4.32,3.54,0,0,0,0,0,0,0
20200224,3.89,3.89,3.83,3.85,15071500.8,39164661,-0.0103,4.28,3.5,0,0,0,0,0,0,0
20200225,3.79,3.82,3.76,3.79,16326161.6,43095099,-0.0156,4.24,3.47,0,0,0,0,0,0,0
20200226,3.76,3.86,3.75,3.83,15489088.0,40616974,0.0106,4.17,3.41,0,0,0,0,0,0,0
20200227,3.82,3.84,3.79,3.79,10032259.2,26361561,-0.0104,4.21,3.45,0,0,0,0,0,0,0
20200228,3.74,3.77,3.67,3.69,22208905.6,59854355,-0.0264,4.17,3.41,0,0,0,0,0,0,0
20200302,3.71,3.79,3.71,3.76,13475235.2,35872664,0.019,4.06,3.32,0,0,0,0,0,0,0
20200303,3.79,3.82,3.77,3.79,11939668.8,31502027,0.008,4.14,3.38,0,0,0,0,0,0,0
20200304,3.76,3.88,3.76,3.86,16725958.4,43594328,0.0185,4.17,3.41,0,0,0,0,0,0,0
