date,open,high,low,close,amount,vol,涨幅,max,min,涨停,跌停,连涨天数,破板,大肉,大面,成交额大于20亿
20191217,8.8,9.6,8.77,9.47,58472217.6,62993001,,,,0,0,0,0,0,0,0
20191218,9.36,9.82,9.35,9.78,54129728.0,56186021,0.0327,10.42,8.52,0,0,0,0,0,0,0
20191219,10.13,10.26,9.59,9.8,48040128.0,48690335,0.002,10.76,8.8,0,0,0,0,0,0,0
20191220,9.81,9.84,9.55,9.6,24760171.2,25626239,-0.0204,10.78,8.82,0,0,0,0,0,0,0
20191223,9.53,9.53,9.03,9.09,22892886.4,24729420,-0.0531,10.56,8.64,0,0,0,0,0,0,0
20191224,9.07,9.2,9.0,9.15,14007528.0,15373303,0.0066,10.0,8.18,0,0,0,0,0,0,0
20191225,9.16,9.58,9.05,9.4,20308443.2,21657171,0.0273,10.07,8.24,0,0,0,0,0,0,0
20191226,9.3,9.52,9.25,9.47,15644054.4,16677360,0.0074,10.34,8.46,0,0,0,0,0,0,0
20191227,9.49,9.57,9.2,9.2,16592145.6,17669420,-0.0285,10.42,8.52,0,0,0,0,0,0,0
20191230,9.21,9.35,9.02,9.28,10433522.4,11321563,0.0087,10.12,8.28,0,0,0,0,0,0,0
20191231,9.36,9.36,9.17,9.26,8632571.2,9336831,-0.0022,10.21,8.35,0,0,0,0,0,0,0
20200102,9.3,9.74,9.27,9.74,29513200.0,30976394,0.0518,10.19,8.33,0,0,0,0,0,0,0
20200103,9.69,9.76,9.49,9.6,25655611.2,26739548,-0.0144,10.71,8.77,0,0,0,0,0,0,0
20200106,9.5,9.74,9.4,9.59,21043883.2,21961111,-0.001,10.56,8.64,0,0,0,0,0,0,0
20200107,9.71,10.55,9.6,10.55,78126713.6,76707020,0.1001,10.55,8.63,1,0,1,1,1,0,0
20200108,10.34,10.58,10.06,10.16,56983180.8,55056621,-0.037,11.61,9.5,0,0,0,0,0,0,0
20200109,10.33,10.44,10.0,10.25,34064006.4,33383116,0.0089,11.18,9.14,0,0,0,0,0,0,0
20200110,10.17,10.32,9.96,10.04,24570891.2,24444038,-0.0205,11.28,9.22,0,0,0,0,0,0,0
20200113,9.96,10.16,9.78,10.15,23240222.4,23266418,0.011,11.04,9.04,0,0,0,0,0,0,0
20200114,10.22,11.0,10.11,10.59,74666841.6,70643691,0.0433,11.16,9.14,0,0,0,0,0,0,0
20200115,10.73,10.77,10.26,10.52,41609292.8,39574957,-0.0066,11.65,9.53,0,0,0,0,0,0,0
20200116,10.34,10.54,10.16,10.18,30136220.8,29254668,-0.0323,11.57,9.47,0,0,0,0,0,0,0
20200117,10.2,10.36,10.02,10.16,21766624.0,21320278,-0.002,11.2,9.16,0,0,0,0,0,0,0
20200120,10.17,10.36,9.98,10.13,28510723.2,28150644,-0.003,11.18,9.14,0,0,0,0,0,0,0
20200121,10.11,10.11,9.8,9.8,24446532.8,24550921,-0.0326,11.14,9.12,0,0,0,0,0,0,0
20200122,9.81,10.03,9.72,9.97,20823913.6,21073303,0.0173,10.78,8.82,0,0,0,0,0,0,0
20200123,9.85,9.88,9.08,9.2,30370672.0,32131396,-0.0772,10.97,8.97,0,0,0,0,0,0,0
20200203,8.28,8.28,8.28,8.28,1493794.8,1804100,-0.1,10.12,8.28,0,1,0,0,0,1,0
20200204,7.45,8.2,7.45,7.92,28431308.8,36206817,-0.0435,9.11,7.45,0,0,0,0,0,0,0
20200205,7.94,8.28,7.93,8.04,25181083.2,31064028,0.0152,8.71,7.13,0,0,0,0,0,0,0
20200206,8.05,8.38,7.88,8.3,28352057.6,34624753,0.0323,8.84,7.24,0,0,0,0,0,0,0
20200207,8.5,8.76,8.31,8.69,32764323.2,38286923,0.047,9.13,7.47,0,0,0,0,0,0,0
