date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,5.66,5.75,5.63,5.75,2252172.0,3955318,,,,0,0,0
20191216,5.79,5.84,5.75,5.83,2043144.8,3525571,0.0139,6.32,5.18,0,0,0
20191217,5.82,6.05,5.79,5.96,4784610.4,8043973,0.0223,6.41,5.25,0,0,0
20191218,5.95,6.0,5.89,5.91,3366523.2,5659178,-0.0084,6.56,5.36,0,0,0
20191219,5.93,5.97,5.89,5.94,1811730.4,3062358,0.0051,6.5,5.32,0,0,0
20191220,5.95,6.06,5.93,5.98,3308825.2,5516397,0.0067,6.53,5.35,0,0,0
20191223,5.98,6.0,5.81,5.81,2382654.8,4039884,-0.0284,6.58,5.38,0,0,0
20191224,5.83,5.93,5.82,5.92,1475159.7,2511607,0.0189,6.39,5.23,0,0,0
20191225,5.95,5.96,5.9,5.92,1238945.7,2089414,0.0,6.51,5.33,0,0,0
20191226,5.94,5.96,5.87,5.95,1600472.2,2707900,0.0051,6.51,5.33,0,0,0
20191227,5.94,5.99,5.91,5.92,2128301.8,3575016,-0.005,6.55,5.36,0,0,0
20191230,5.87,6.02,5.82,6.01,3335887.6,5600801,0.0152,6.51,5.33,0,0,0
20191231,6.0,6.04,5.97,6.03,1904550.4,3170500,0.0033,6.61,5.41,0,0,0
20200102,6.07,6.15,6.04,6.11,2888139.0,4733289,0.0133,6.63,5.43,0,0,0
20200103,6.12,6.14,6.04,6.08,2437610.8,4002900,-0.0049,6.72,5.5,0,0,0
20200106,6.06,6.16,6.01,6.09,3074626.0,5048826,0.0016,6.69,5.47,0,0,0
20200107,6.11,6.15,6.05,6.13,2827894.0,4625052,0.0066,6.7,5.48,0,0,0
20200108,6.09,6.1,5.97,6.0,3402602.4,5625440,-0.0212,6.74,5.52,0,0,0
20200109,6.07,6.14,6.06,6.09,2792047.6,4588665,0.015,6.6,5.4,0,0,0
20200110,6.1,6.26,6.09,6.21,6034587.2,9764018,0.0197,6.7,5.48,0,0,0
20200113,6.21,6.22,6.12,6.22,2952520.8,4781110,0.0016,6.83,5.59,0,0,0
20200114,6.21,6.32,6.18,6.19,3648809.6,5854300,-0.0048,6.84,5.6,0,0,0
20200115,6.2,6.25,6.14,6.22,2337144.6,3780006,0.0048,6.81,5.57,0,0,0
20200116,6.22,6.24,6.1,6.11,2349898.4,3820284,-0.0177,6.84,5.6,0,0,0
20200117,6.13,6.16,6.08,6.13,1901229.4,3108187,0.0033,6.72,5.5,0,0,0
20200120,6.12,6.19,6.11,6.14,2003329.6,3269858,0.0016,6.74,5.52,0,0,0
20200121,6.14,6.14,6.06,6.12,1994870.8,3271646,-0.0033,6.75,5.53,0,0,0
20200122,6.1,6.1,5.99,6.08,1630669.2,2699300,-0.0065,6.73,5.51,0,0,0
20200123,6.07,6.13,5.78,5.86,2759596.2,4619069,-0.0362,6.69,5.47,0,0,0
20200203,5.27,5.27,5.27,5.27,817429.7,1551100,-0.1007,6.45,5.27,-1,0,0
20200204,4.99,5.28,4.99,5.21,3019042.8,5830700,-0.0114,5.8,4.74,0,0,0
20200205,5.22,5.41,5.2,5.28,2198907.6,4142929,0.0134,5.73,4.69,0,0,0
20200206,5.29,5.41,5.26,5.39,2293854.8,4286701,0.0208,5.81,4.75,0,0,0
20200207,5.37,5.53,5.3,5.48,2724296.4,5041701,0.0167,5.93,4.85,0,0,0
20200210,5.45,5.63,5.4,5.57,2564430.8,4642500,0.0164,6.03,4.93,0,0,0
20200211,5.55,5.61,5.49,5.52,1540056.9,2783100,-0.009,6.13,5.01,0,0,0
20200212,5.54,5.58,5.43,5.58,2459450.8,4452863,0.0109,6.07,4.97,0,0,0
20200213,5.56,5.58,5.43,5.44,2151312.2,3920720,-0.0251,6.14,5.02,0,0,0
20200214,5.45,5.54,5.42,5.48,1662052.4,3033118,0.0074,5.98,4.9,0,0,0
20200217,5.5,5.68,5.48,5.65,3015363.6,5380893,0.031,6.03,4.93,0,0,0
20200218,5.68,5.7,5.6,5.7,2297040.8,4058100,0.0088,6.22,5.09,0,0,0
20200219,5.72,5.76,5.68,5.73,2048570.0,3582114,0.0053,6.27,5.13,0,0,0
20200220,5.74,5.93,5.68,5.87,3502853.2,6036486,0.0244,6.3,5.16,0,0,0
20200221,5.89,6.03,5.83,5.98,4507011.2,7565375,0.0187,6.46,5.28,0,0,0
20200224,5.96,6.08,5.92,6.0,4227841.6,7057636,0.0033,6.58,5.38,0,0,0
20200225,5.87,6.0,5.77,5.93,4178315.2,7079986,-0.0117,6.6,5.4,0,0,0
20200226,5.88,6.15,5.82,6.0,5448380.0,9018970,0.0118,6.52,5.34,0,0,0
20200227,6.02,6.06,5.89,5.95,3383838.4,5677278,-0.0083,6.6,5.4,0,0,0
20200228,5.83,5.86,5.5,5.58,4248706.4,7474016,-0.0622,6.55,5.36,0,0,0
20200302,5.63,5.96,5.63,5.9,4039270.4,6950996,0.0573,6.14,5.02,0,0,0
