date,open,high,low,close,amount,vol,涨幅,max,min,涨停,跌停,连涨天数,破板,大肉,大面,成交额大于20亿
20191219,6.37,6.58,6.37,6.48,6923930.4,10700180,,,,0,0,0,0,0,0,0
20191220,6.47,6.5,6.27,6.27,4693911.2,7367701,-0.0324,7.13,5.83,0,0,0,0,0,0,0
20191223,6.37,6.4,6.21,6.22,4063478.0,6463034,-0.008,6.9,5.64,0,0,0,0,0,0,0
20191224,6.21,6.3,6.2,6.29,2893227.6,4631488,0.0113,6.84,5.6,0,0,0,0,0,0,0
20191225,6.29,6.4,6.26,6.33,2837394.8,4468861,0.0064,6.92,5.66,0,0,0,0,0,0,0
20191226,6.33,6.35,6.21,6.29,3111186.0,4957793,-0.0063,6.96,5.7,0,0,0,0,0,0,0
20191227,6.29,6.36,6.16,6.16,3635621.2,5800210,-0.0207,6.92,5.66,0,0,0,0,0,0,0
20191230,6.09,6.33,6.04,6.29,3322620.6,5324300,0.0211,6.78,5.54,0,0,0,0,0,0,0
20191231,6.32,6.41,6.26,6.4,3720715.6,5851864,0.0175,6.92,5.66,0,0,0,0,0,0,0
20200102,6.43,6.53,6.42,6.45,4652759.2,7194179,0.0078,7.04,5.76,0,0,0,0,0,0,0
20200103,6.48,6.53,6.4,6.48,4643840.4,7181055,0.0047,7.1,5.81,0,0,0,0,0,0,0
20200106,6.42,6.55,6.38,6.47,4161630.8,6419395,-0.0015,7.13,5.83,0,0,0,0,0,0,0
20200107,6.53,6.54,6.45,6.5,4037150.8,6216335,0.0046,7.12,5.82,0,0,0,0,0,0,0
20200108,6.48,6.48,6.3,6.31,4603592.8,7210193,-0.0292,7.15,5.85,0,0,0,0,0,0,0
20200109,6.37,6.54,6.37,6.5,4503776.8,6977401,0.0301,6.94,5.68,0,0,0,0,0,0,0
20200110,6.53,6.56,6.36,6.45,3644087.6,5651618,-0.0077,7.15,5.85,0,0,0,0,0,0,0
20200113,6.44,6.56,6.34,6.55,5040454.4,7788513,0.0155,7.1,5.81,0,0,0,0,0,0,0
20200114,6.55,6.63,6.45,6.47,4837041.6,7427246,-0.0122,7.2,5.9,0,0,0,0,0,0,0
20200115,6.47,6.56,6.39,6.54,4330351.2,6686782,0.0108,7.12,5.82,0,0,0,0,0,0,0
20200116,6.52,6.63,6.43,6.58,5294573.6,8094136,0.0061,7.19,5.89,0,0,0,0,0,0,0
20200117,6.6,6.73,6.54,6.71,7734556.0,11634725,0.0198,7.24,5.92,0,0,0,0,0,0,0
20200120,6.79,7.35,6.68,7.17,22625150.4,31931705,0.0686,7.38,6.04,0,0,0,0,0,0,0
20200121,7.19,7.27,7.05,7.16,12845150.4,17940638,-0.0014,7.89,6.45,0,0,0,0,0,0,0
