date,open,high,low,close,amount,vol,涨幅,max,min,涨停,跌停,连涨天数,破板,大肉,大面,成交额大于20亿
20191219,9.78,9.91,9.73,9.88,1155620.0,1177010,,,,0,0,0,0,0,0,0
20191220,9.88,9.94,9.83,9.87,972280.8,982250,-0.001,10.87,8.89,0,0,0,0,0,0,0
20191223,9.89,9.89,9.75,9.75,744244.2,758328,-0.0122,10.86,8.88,0,0,0,0,0,0,0
20191224,9.74,9.86,9.72,9.85,645958.5,659601,0.0103,10.73,8.78,0,0,0,0,0,0,0
20191225,9.8,9.82,9.71,9.77,784894.4,803822,-0.0081,10.84,8.86,0,0,0,0,0,0,0
20191226,9.78,9.86,9.72,9.85,878454.1,895033,0.0082,10.75,8.79,0,0,0,0,0,0,0
20191227,9.88,9.9,9.75,9.76,1131650.3,1150000,-0.0091,10.84,8.86,0,0,0,0,0,0,0
20191230,9.79,9.89,9.69,9.83,1434417.1,1461147,0.0072,10.74,8.78,0,0,0,0,0,0,0
20191231,9.78,9.91,9.78,9.88,1452644.2,1472080,0.0051,10.81,8.85,0,0,0,0,0,0,0
20200102,9.93,10.03,9.87,9.99,1865934.2,1873942,0.0111,10.87,8.89,0,0,0,0,0,0,0
20200103,9.99,10.05,9.95,10.0,1774830.6,1774217,0.001,10.99,8.99,0,0,0,0,0,0,0
20200106,10.0,10.09,9.94,10.06,2196944.4,2189346,0.006,11.0,9.0,0,0,0,0,0,0,0
20200107,10.09,10.19,9.91,10.17,2071022.4,2047299,0.0109,11.07,9.05,0,0,0,0,0,0,0
20200108,10.13,10.14,9.94,9.96,1743479.2,1738859,-0.0206,11.19,9.15,0,0,0,0,0,0,0
20200109,10.03,10.09,10.01,10.08,1297914.9,1289653,0.012,10.96,8.96,0,0,0,0,0,0,0
20200110,10.11,10.12,10.03,10.04,821650.5,817380,-0.004,11.09,9.07,0,0,0,0,0,0,0
20200113,10.03,10.07,9.92,10.06,1543178.8,1545334,0.002,11.04,9.04,0,0,0,0,0,0,0
20200114,10.06,10.11,10.01,10.04,1445803.5,1437561,-0.002,11.07,9.05,0,0,0,0,0,0,0
20200115,10.01,10.06,9.88,9.92,1570277.2,1580830,-0.012,11.04,9.04,0,0,0,0,0,0,0
20200116,9.93,9.95,9.74,9.74,1718782.8,1748961,-0.0181,10.91,8.93,0,0,0,0,0,0,0
20200117,9.79,9.88,9.68,9.7,1506750.8,1541784,-0.0041,10.71,8.77,0,0,0,0,0,0,0
20200120,9.7,9.78,9.62,9.77,1318774.9,1361002,0.0072,10.67,8.73,0,0,0,0,0,0,0
20200121,9.77,9.77,9.63,9.65,1236928.0,1278061,-0.0123,10.75,8.79,0,0,0,0,0,0,0
20200122,9.61,9.68,9.44,9.66,1845824.8,1928291,0.001,10.62,8.68,0,0,0,0,0,0,0
20200123,9.6,9.78,9.43,9.63,2405541.2,2509469,-0.0031,10.63,8.69,0,0,0,0,0,0,0
20200203,8.67,8.69,8.67,8.67,1065455.0,1228800,-0.0997,10.59,8.67,0,1,0,0,0,1,0
20200204,8.24,8.63,8.24,8.48,2488233.0,2935779,-0.0219,9.54,7.8,0,0,0,0,0,0,0
20200205,8.57,8.74,8.4,8.59,1866927.2,2170736,0.013,9.33,7.63,0,0,0,0,0,0,0
20200206,8.62,8.79,8.52,8.75,1638340.8,1889359,0.0186,9.45,7.73,0,0,0,0,0,0,0
20200207,8.77,8.8,8.62,8.71,1142106.6,1312000,-0.0046,9.62,7.88,0,0,0,0,0,0,0
20200210,8.69,9.54,8.64,9.33,4231833.6,4608475,0.0712,9.58,7.84,0,0,0,0,0,0,0
20200211,9.26,9.3,9.0,9.01,2024514.8,2226091,-0.0343,10.26,8.4,0,0,0,0,0,0,0
