date,open,high,low,close,amount,vol,涨幅,max,min,涨停,跌停,连涨天数,破板,大肉,大面,成交额大于20亿
20191219,4.64,4.65,4.62,4.64,3123691.8,6735326,,,,0,0,0,0,0,0,0
20191220,4.65,4.67,4.63,4.65,3374789.2,7266347,0.0022,5.1,4.18,0,0,0,0,0,0,0
20191223,4.64,4.64,4.55,4.56,6552722.0,14283196,-0.0194,5.12,4.19,0,0,0,0,0,0,0
20191224,4.58,4.61,4.55,4.59,3835008.0,8388520,0.0066,5.02,4.1,0,0,0,0,0,0,0
20191225,4.57,4.59,4.54,4.55,3857052.8,8462417,-0.0087,5.05,4.13,0,0,0,0,0,0,0
20191226,4.57,4.58,4.55,4.58,2197549.4,4811828,0.0066,5.0,4.1,0,0,0,0,0,0,0
20191227,4.58,4.61,4.57,4.59,3509164.8,7647040,0.0022,5.04,4.12,0,0,0,0,0,0,0
20191230,4.56,4.62,4.53,4.61,4706108.0,10276031,0.0044,5.05,4.13,0,0,0,0,0,0,0
20191231,4.61,4.65,4.59,4.63,4483019.2,9705273,0.0043,5.07,4.15,0,0,0,0,0,0,0
20200102,4.66,4.69,4.64,4.67,7146429.6,15303784,0.0086,5.09,4.17,0,0,0,0,0,0,0
20200103,4.69,4.69,4.66,4.68,5431476.4,11607478,0.0021,5.14,4.2,0,0,0,0,0,0,0
20200106,4.67,4.75,4.65,4.7,8430372.0,17875878,0.0043,5.15,4.21,0,0,0,0,0,0,0
20200107,4.7,4.73,4.68,4.71,6245123.2,13266401,0.0021,5.17,4.23,0,0,0,0,0,0,0
20200108,4.69,4.7,4.64,4.64,5975661.2,12803193,-0.0149,5.18,4.24,0,0,0,0,0,0,0
20200109,4.68,4.7,4.65,4.68,4393352.0,9398993,0.0086,5.1,4.18,0,0,0,0,0,0,0
20200110,4.69,4.71,4.61,4.65,6630155.2,14254236,-0.0064,5.15,4.21,0,0,0,0,0,0,0
20200113,4.64,4.67,4.61,4.66,4644901.2,10017255,0.0022,5.12,4.19,0,0,0,0,0,0,0
20200114,4.66,4.75,4.64,4.72,7658036.8,16292340,0.0129,5.13,4.19,0,0,0,0,0,0,0
