date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,3.21,3.24,3.2,3.23,4683591.2,14542930,,,,0,0,0
20191216,3.23,3.25,3.22,3.25,5037491.2,15562212,0.0062,3.55,2.91,0,0,0
20191217,3.24,3.31,3.23,3.29,9068056.0,27698414,0.0123,3.58,2.92,0,0,0
20191218,3.28,3.3,3.26,3.27,5825976.8,17761194,-0.0061,3.62,2.96,0,0,0
20191219,3.27,3.29,3.27,3.29,4171845.2,12711195,0.0061,3.6,2.94,0,0,0
20191220,3.29,3.3,3.27,3.27,3453458.4,10530611,-0.0061,3.62,2.96,0,0,0
20191223,3.27,3.27,3.22,3.22,4638396.0,14295433,-0.0153,3.6,2.94,0,0,0
20191224,3.23,3.26,3.22,3.25,3176566.8,9809983,0.0093,3.54,2.9,0,0,0
20191225,3.25,3.25,3.22,3.23,3153416.4,9740425,-0.0062,3.58,2.92,0,0,0
20191226,3.23,3.25,3.23,3.24,4006762.4,12370283,0.0031,3.55,2.91,0,0,0
20191227,3.25,3.27,3.23,3.24,5409212.0,16626833,0.0,3.56,2.92,0,0,0
20191230,3.24,3.29,3.23,3.29,8204960.8,25072869,0.0154,3.56,2.92,0,0,0
20191231,3.29,3.37,3.28,3.36,13248289.6,39732387,0.0213,3.62,2.96,0,0,0
20200102,3.39,3.5,3.35,3.45,22192726.4,65122151,0.0268,3.7,3.02,0,0,0
20200103,3.44,3.44,3.39,3.41,10466043.2,30636804,-0.0116,3.8,3.11,0,0,0
20200106,3.38,3.4,3.29,3.38,21142806.4,63180719,-0.0088,3.75,3.07,0,0,0
20200107,3.37,3.5,3.35,3.5,21522320.0,62619404,0.0355,3.72,3.04,0,0,0
20200108,3.55,3.56,3.44,3.49,23127056.0,66085874,-0.0029,3.85,3.15,0,0,0
20200109,3.5,3.53,3.47,3.49,10595285.6,30300992,0.0,3.84,3.14,0,0,0
20200110,3.5,3.5,3.43,3.5,9142632.8,26426294,0.0029,3.84,3.14,0,0,0
20200113,3.49,3.5,3.44,3.48,5147378.0,14836704,-0.0057,3.85,3.15,0,0,0
20200114,3.52,3.53,3.48,3.51,8048220.0,23023347,0.0086,3.83,3.13,0,0,0
20200115,3.5,3.5,3.44,3.45,5165059.6,14926703,-0.0171,3.86,3.16,0,0,0
20200116,3.46,3.46,3.39,3.4,6229364.8,18221725,-0.0145,3.8,3.11,0,0,0
20200117,3.42,3.53,3.41,3.48,23858100.8,68623500,0.0235,3.74,3.06,0,0,0
20200120,3.5,3.5,3.45,3.49,5532415.2,15927282,0.0029,3.83,3.13,0,0,0
20200121,3.46,3.48,3.42,3.43,5185404.0,15086477,-0.0172,3.84,3.14,0,0,0
20200122,3.42,3.45,3.36,3.41,5588732.4,16431672,-0.0058,3.77,3.09,0,0,0
20200123,3.41,3.42,3.3,3.33,8478469.6,25325725,-0.0235,3.75,3.07,0,0,0
20200203,3.0,3.1,3.0,3.03,20164376.0,66972391,-0.0901,3.66,3.0,0,0,0
20200204,3.01,3.11,3.01,3.09,8487491.2,27537895,0.0198,3.33,2.73,0,0,0
20200205,3.09,3.17,3.07,3.11,7582984.0,24264568,0.0065,3.4,2.78,0,0,0
20200206,3.42,3.42,3.27,3.37,22061436.8,65700584,0.0836,3.42,2.8,0,1,0
20200207,3.33,3.37,3.3,3.34,10058896.0,30166248,-0.0089,3.71,3.03,0,0,0
20200210,3.32,3.42,3.31,3.38,10277824.8,30501963,0.012,3.67,3.01,0,0,0
20200211,3.37,3.41,3.35,3.36,6738746.4,20008126,-0.0059,3.72,3.04,0,0,0
20200212,3.35,3.37,3.33,3.36,5662592.0,16924462,0.0,3.7,3.02,0,0,0
20200213,3.35,3.38,3.3,3.32,7297314.4,21882730,-0.0119,3.7,3.02,0,0,0
20200214,3.31,3.33,3.28,3.3,5393688.8,16352047,-0.006,3.65,2.99,0,0,0
20200217,3.3,3.36,3.29,3.36,8304382.4,24866623,0.0182,3.63,2.97,0,0,0
20200218,3.35,3.37,3.33,3.35,7534190.4,22519753,-0.003,3.7,3.02,0,0,0
20200219,3.34,3.38,3.32,3.35,8773524.8,26201610,0.0,3.69,3.02,0,0,0
20200220,3.36,3.44,3.35,3.43,16870846.4,49462182,0.0239,3.69,3.02,0,0,0
20200221,3.44,3.44,3.39,3.4,13128371.2,38574194,-0.0087,3.77,3.09,0,0,0
20200224,3.41,3.45,3.37,3.39,11988172.0,35270379,-0.0029,3.74,3.06,0,0,0
20200225,3.33,3.36,3.29,3.33,12082849.6,36290168,-0.0177,3.73,3.05,0,0,0
20200226,3.3,3.56,3.29,3.48,34001654.4,98816191,0.045,3.66,3.0,0,0,0
20200227,3.5,3.56,3.42,3.47,26040948.8,74666920,-0.0029,3.83,3.13,0,0,0
20200228,3.4,3.59,3.37,3.48,33626211.2,95803846,0.0029,3.82,3.12,0,0,0
20200302,3.56,3.83,3.5,3.83,60502969.6,161796663,0.1006,3.83,3.13,1,1,0
