date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,17.1,17.36,16.77,17.0,25833235.2,15200960,,,,0,0,0
20191216,17.25,17.48,16.92,17.44,27116953.6,15744307,0.0259,18.7,15.3,0,0,0
20191217,17.49,17.78,17.31,17.58,28206048.0,16086438,0.008,19.18,15.7,0,0,0
20191218,17.57,18.46,17.4,18.3,43079084.8,23903618,0.041,19.34,15.82,0,0,0
20191219,18.12,18.36,17.94,18.07,24783089.6,13709275,-0.0126,20.13,16.47,0,0,0
20191220,18.1,18.25,17.49,17.5,22993376.0,12900320,-0.0315,19.88,16.26,0,0,0
20191223,17.42,17.43,16.71,16.71,24137726.4,14195358,-0.0451,19.25,15.75,0,0,0
20191224,16.79,17.19,16.79,17.15,14838123.2,8714051,0.0263,18.38,15.04,0,0,0
20191225,17.16,17.74,17.08,17.5,18091945.6,10351528,0.0204,18.86,15.43,0,0,0
20191226,17.52,17.95,17.47,17.89,21161340.8,11929451,0.0223,19.25,15.75,0,0,0
20191227,18.01,18.11,17.25,17.32,22573166.4,12815472,-0.0319,19.68,16.1,0,0,0
20191230,17.2,17.57,16.87,17.42,14589603.2,8476201,0.0058,19.05,15.59,0,0,0
20191231,17.31,17.66,17.07,17.29,12225394.4,7051755,-0.0075,19.16,15.68,0,0,0
20200102,17.43,17.88,17.28,17.87,21693404.8,12274134,0.0335,19.02,15.56,0,0,0
20200103,17.9,18.12,17.67,17.88,23828772.8,13322197,0.0006,19.66,16.08,0,0,0
20200106,17.64,18.77,17.54,18.72,49373740.8,26909917,0.047,19.67,16.09,0,0,0
20200107,19.45,19.45,18.42,18.75,51563238.4,27402138,0.0016,20.59,16.85,0,0,0
20200108,18.43,19.21,18.4,18.88,49281385.6,26102802,0.0069,20.62,16.88,0,0,0
20200109,19.05,19.39,18.73,18.93,34817942.4,18422343,0.0026,20.77,16.99,0,0,0
20200110,18.86,18.94,18.3,18.73,33138796.8,17832803,-0.0106,20.82,17.04,0,0,0
20200113,18.63,19.1,18.44,19.05,28476108.8,15160228,0.0171,20.6,16.86,0,0,0
20200114,19.05,19.19,18.55,18.56,24917908.8,13286415,-0.0257,20.96,17.14,0,0,0
20200115,18.45,18.55,18.2,18.46,21064427.2,11482890,-0.0054,20.42,16.7,0,0,0
20200116,18.4,18.98,18.32,18.75,24724758.4,13204278,0.0157,20.31,16.61,0,0,0
20200117,18.79,18.85,18.25,18.29,24801835.2,13443118,-0.0245,20.62,16.88,0,0,0
20200120,18.25,18.87,18.18,18.75,26569206.4,14247737,0.0252,20.12,16.46,0,0,0
20200121,18.8,18.95,18.47,18.7,22002625.6,11764516,-0.0027,20.62,16.88,0,0,0
20200122,18.59,19.32,18.21,19.17,34539488.0,18292606,0.0251,20.57,16.83,0,0,0
20200123,18.95,19.54,18.01,18.38,42809763.2,22658024,-0.0412,21.09,17.25,0,0,0
20200203,16.54,16.54,16.54,16.54,3202640.2,1936300,-0.1001,20.22,16.54,-1,0,0
20200204,14.99,16.48,14.99,16.11,32581817.6,20271365,-0.026,18.19,14.89,0,0,0
20200205,16.22,16.88,16.0,16.18,27034070.4,16489535,0.0043,17.72,14.5,0,0,0
20200206,16.0,16.55,15.91,16.45,25545939.2,15688702,0.0167,17.8,14.56,0,0,0
20200207,16.42,16.99,16.22,16.94,26787096.0,16063569,0.0298,18.1,14.8,0,0,0
20200210,16.75,17.37,16.72,17.25,23398929.6,13656698,0.0183,18.63,15.25,0,0,0
20200211,17.24,17.35,16.84,16.97,21832116.8,12803859,-0.0162,18.98,15.52,0,0,0
20200212,16.97,17.56,16.9,17.47,24197838.4,14015118,0.0295,18.67,15.27,0,0,0
20200213,17.47,17.73,17.26,17.37,21012091.2,12044224,-0.0057,19.22,15.72,0,0,0
20200214,17.39,18.25,17.35,17.96,36316313.6,20281227,0.034,19.11,15.63,0,0,0
20200217,18.45,18.9,17.98,18.82,49838950.4,27020243,0.0479,19.76,16.16,0,0,0
20200218,18.73,19.47,18.63,19.43,58592428.8,30519625,0.0324,20.7,16.94,0,0,0
20200219,19.36,20.68,19.21,19.86,61856198.4,31067010,0.0221,21.37,17.49,0,0,0
20200220,19.84,20.45,19.69,20.37,52194416.0,26040546,0.0257,21.85,17.87,0,0,0
20200221,20.13,20.77,19.9,20.15,54510713.6,26851736,-0.0108,22.41,18.33,0,0,0
20200224,19.97,22.17,19.9,22.17,79568915.2,37235270,0.1002,22.16,18.13,0,0,0
20200225,21.62,23.23,21.51,22.85,98122316.8,43426225,0.0307,24.39,19.95,0,0,0
20200226,22.13,22.85,20.71,20.97,72759033.6,33354735,-0.0823,25.14,20.56,0,0,0
20200227,21.24,21.68,20.71,20.81,51375859.2,24208615,-0.0076,23.07,18.87,0,0,0
20200228,19.69,20.35,18.73,18.86,58145241.6,29953542,-0.0937,22.89,18.73,0,0,0
20200302,19.39,20.75,19.02,20.64,54947833.6,27489414,0.0944,20.75,16.97,0,1,0
