date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,4.83,4.87,4.79,4.82,5820202.4,12068811,,,,0,0,0
20191216,4.84,4.93,4.8,4.91,6603346.8,13603935,0.0187,5.3,4.34,0,0,0
20191217,4.91,5.03,4.87,5.0,9489285.6,19117477,0.0183,5.4,4.42,0,0,0
20191218,4.99,5.12,4.97,5.06,10332904.8,20520584,0.012,5.5,4.5,0,0,0
20191219,5.06,5.09,5.01,5.08,7571155.2,14979836,0.004,5.57,4.55,0,0,0
20191220,5.09,5.11,4.96,4.96,6247126.4,12436680,-0.0236,5.59,4.57,0,0,0
20191223,4.97,4.99,4.84,4.84,6675196.8,13694202,-0.0242,5.46,4.46,0,0,0
20191224,4.84,4.9,4.83,4.88,3213396.0,6595022,0.0083,5.32,4.36,0,0,0
20191225,4.87,4.87,4.81,4.84,4818456.4,9967195,-0.0082,5.37,4.39,0,0,0
20191226,4.81,4.87,4.81,4.86,4218186.4,8720568,0.0041,5.32,4.36,0,0,0
20191227,4.89,4.89,4.8,4.8,4900474.8,10120118,-0.0123,5.35,4.37,0,0,0
20191230,4.8,4.82,4.68,4.73,5340607.6,11307722,-0.0146,5.28,4.32,0,0,0
20191231,4.75,4.83,4.73,4.79,4520005.6,9456005,0.0127,5.2,4.26,0,0,0
20200102,4.83,4.86,4.8,4.86,6521295.2,13486606,0.0146,5.27,4.31,0,0,0
20200103,4.86,4.98,4.84,4.97,8047460.0,16390721,0.0226,5.35,4.37,0,0,0
20200106,4.94,4.96,4.88,4.92,6169201.2,12541495,-0.0101,5.47,4.47,0,0,0
20200107,4.9,4.98,4.88,4.98,6597453.2,13330826,0.0122,5.41,4.43,0,0,0
20200108,4.97,5.06,4.91,4.91,7940388.0,15985605,-0.0141,5.48,4.48,0,0,0
20200109,4.92,5.01,4.92,4.98,5645523.6,11333130,0.0143,5.4,4.42,0,0,0
20200110,5.04,5.05,4.93,4.95,4528578.0,9109891,-0.006,5.48,4.48,0,0,0
20200113,4.93,4.95,4.88,4.94,4962800.0,10104709,-0.002,5.44,4.46,0,0,0
20200114,4.94,5.15,4.92,5.03,12362816.0,24566766,0.0182,5.43,4.45,0,0,0
20200115,5.0,5.02,4.89,4.91,7379895.2,14955826,-0.0239,5.53,4.53,0,0,0
20200116,4.89,4.92,4.81,4.82,4646707.6,9563573,-0.0183,5.4,4.42,0,0,0
20200117,4.83,4.87,4.8,4.8,2871470.4,5949327,-0.0041,5.3,4.34,0,0,0
20200120,4.81,4.86,4.79,4.82,2780032.4,5768875,0.0042,5.28,4.32,0,0,0
20200121,4.83,4.98,4.82,4.98,9747644.0,19762031,0.0332,5.3,4.34,0,0,0
20200122,4.95,4.99,4.65,4.71,11131311.2,23378769,-0.0542,5.48,4.48,0,0,0
20200123,4.24,4.38,4.24,4.24,10324808.8,24199615,-0.0998,5.18,4.24,-1,0,0
20200203,3.82,3.82,3.82,3.82,1410955.2,3693600,-0.0991,4.66,3.82,-1,0,0
20200204,3.44,4.09,3.44,3.97,10081662.4,26995748,0.0393,4.2,3.44,0,0,0
20200205,3.93,4.07,3.85,4.05,8296540.0,20700962,0.0202,4.37,3.57,0,0,0
20200206,4.05,4.32,4.02,4.22,9907380.0,23508958,0.042,4.46,3.64,0,0,0
20200207,4.19,4.33,4.14,4.24,8360670.4,19794909,0.0047,4.64,3.8,0,0,0
20200210,4.28,4.32,4.17,4.21,6010635.6,14172987,-0.0071,4.66,3.82,0,0,0
20200211,4.21,4.21,4.1,4.13,5464308.0,13190371,-0.019,4.63,3.79,0,0,0
20200212,4.16,4.26,4.16,4.25,6531098.8,15464922,0.0291,4.54,3.72,0,0,0
20200213,4.23,4.23,4.14,4.15,5000362.8,11951684,-0.0235,4.68,3.82,0,0,0
20200214,4.19,4.2,4.05,4.07,4100554.8,9975413,-0.0193,4.57,3.74,0,0,0
20200217,4.08,4.34,4.07,4.31,8848425.6,20805228,0.059,4.48,3.66,0,0,0
20200218,4.36,4.39,4.29,4.35,5729791.2,13216602,0.0093,4.74,3.88,0,0,0
20200219,4.33,4.4,4.21,4.21,7076288.8,16538431,-0.0322,4.78,3.91,0,0,0
20200220,4.22,4.34,4.18,4.31,5950758.8,13961012,0.0238,4.63,3.79,0,0,0
20200221,4.31,4.34,4.27,4.31,5292413.2,12312462,0.0,4.74,3.88,0,0,0
20200224,4.28,4.35,4.25,4.32,5683371.6,13211591,0.0023,4.74,3.88,0,0,0
20200225,4.29,4.29,4.11,4.23,7121591.2,16908928,-0.0208,4.75,3.89,0,0,0
20200226,4.17,4.29,4.16,4.23,7802031.2,18438845,0.0,4.65,3.81,0,0,0
20200227,4.22,4.23,4.1,4.12,6920809.6,16646701,-0.026,4.65,3.81,0,0,0
20200228,4.07,4.21,3.92,3.92,9750447.2,24000657,-0.0485,4.53,3.71,0,0,0
20200302,3.91,4.02,3.9,3.98,5762905.6,14534730,0.0153,4.31,3.53,0,0,0
