date,open,high,low,close,amount,vol,gains,max,min,涨跌停,连涨天数,破板
20191213,11.15,11.35,11.04,11.31,65885376.0,58551697,,,,0,0,0
20191216,11.4,11.48,11.23,11.43,65509420.8,57623712,0.0106,12.44,10.18,0,0,0
20191217,11.46,11.55,11.25,11.4,69606694.4,61098766,-0.0026,12.57,10.29,0,0,0
20191218,11.39,11.47,11.08,11.16,79532422.4,70726182,-0.0211,12.54,10.26,0,0,0
20191219,11.22,11.28,11.08,11.15,49768924.8,44639160,-0.0009,12.28,10.04,0,0,0
20191220,11.19,11.21,10.87,10.87,48963939.2,44598744,-0.0251,12.26,10.04,0,0,0
20191223,10.8,11.18,10.63,10.63,52393843.2,48054145,-0.0221,11.96,9.78,0,0,0
20191224,10.68,11.01,10.57,10.97,43463056.0,40224246,0.032,11.69,9.57,0,0,0
20191225,11.07,12.07,11.06,12.07,227267609.6,192925031,0.1003,12.07,9.87,1,1,0
20191226,11.99,12.2,11.88,12.2,152916364.8,127328255,0.0108,13.28,10.86,0,0,0
20191227,12.2,12.27,11.72,11.77,119494540.8,99832819,-0.0352,13.42,10.98,0,0,0
20191230,11.71,11.95,11.62,11.87,93785721.6,79292981,0.0085,12.95,10.59,0,0,0
20191231,11.82,11.96,11.55,11.81,68391353.6,58249770,-0.0051,13.06,10.68,0,0,0
20200102,11.97,12.45,11.76,12.23,134630169.6,110763356,0.0356,12.99,10.63,0,0,0
20200103,12.23,12.41,12.07,12.15,83976473.6,68752461,-0.0065,13.45,11.01,0,0,0
20200106,12.0,12.5,11.91,12.45,129131430.4,104865045,0.0247,13.37,10.94,0,0,0
20200107,12.46,12.7,12.31,12.6,115873779.2,92318444,0.012,13.7,11.2,0,0,0
20200108,12.9,12.99,12.23,12.26,132965849.6,105826789,-0.027,13.86,11.34,0,0,0
20200109,12.5,12.95,12.46,12.72,135730649.6,106509581,0.0375,13.49,11.03,0,0,0
20200110,12.75,13.05,12.63,12.79,122148928.0,95139375,0.0055,13.99,11.45,0,0,0
20200113,12.79,13.58,12.66,13.43,160970867.2,122036311,0.05,14.07,11.51,0,0,0
20200114,13.38,13.53,13.13,13.4,112959411.2,84720384,-0.0022,14.77,12.09,0,0,0
20200115,13.41,14.5,13.36,14.2,229820544.0,163793706,0.0597,14.74,12.06,0,0,0
20200116,14.2,14.63,14.1,14.25,184303744.0,128751572,0.0035,15.62,12.78,0,0,0
20200117,14.36,14.62,14.05,14.32,145657356.8,101454231,0.0049,15.68,12.82,0,0,0
20200120,14.55,15.36,14.32,15.3,212133875.2,142209113,0.0684,15.75,12.89,0,0,0
20200121,15.08,15.49,14.88,15.22,158729664.0,104437239,-0.0052,16.83,13.77,0,0,0
20200122,14.96,16.73,14.9,16.33,202149824.0,129229836,0.0729,16.74,13.7,0,0,0
20200123,16.01,16.97,15.0,15.68,269311283.2,167459798,-0.0398,17.96,14.7,0,0,0
20200203,14.11,14.11,14.11,14.11,29267526.4,20742400,-0.1001,17.25,14.11,-1,0,0
20200204,13.43,15.1,13.43,14.88,269212851.2,184930905,0.0546,15.52,12.7,0,0,0
20200205,14.8,15.55,14.41,14.56,224996172.8,149971885,-0.0215,16.37,13.39,0,0,0
20200206,14.44,15.23,14.27,15.15,189722137.6,127109624,0.0405,16.02,13.1,0,0,0
20200207,15.15,16.46,14.9,16.28,267828659.2,170655276,0.0746,16.67,13.64,0,0,0
20200210,16.07,16.48,15.82,16.25,192669516.8,119436297,-0.0018,17.91,14.65,0,0,0
20200211,16.45,16.46,15.78,15.8,149440729.6,93464201,-0.0277,17.88,14.62,0,0,0
20200212,16.61,17.38,16.22,17.38,285582771.2,170239480,0.1,17.38,14.22,1,1,0
20200213,17.69,18.18,16.83,17.06,339118208.0,194462028,-0.0184,19.12,15.64,0,0,0
20200214,16.85,17.47,16.4,16.62,249473868.8,147348644,-0.0258,18.77,15.35,0,0,0
20200217,16.8,17.06,16.41,17.05,222617856.0,132477022,0.0259,18.28,14.96,0,0,0
20200218,17.06,17.87,16.92,17.79,286344729.6,164495570,0.0434,18.76,15.34,0,0,0
20200219,17.63,19.48,17.63,18.39,378438246.4,203601171,0.0337,19.57,16.01,0,0,0
20200220,18.73,19.57,17.97,19.33,354022707.2,188159038,0.0511,20.23,16.55,0,0,0
20200221,19.37,19.97,18.88,19.13,347029068.8,178504029,-0.0103,21.26,17.4,0,0,0
20200224,19.3,20.5,18.8,20.14,331001395.2,168354186,0.0528,21.04,17.22,0,0,0
20200225,19.75,22.15,19.59,22.15,631691520.0,293951976,0.0998,22.15,18.13,1,1,0
20200226,22.6,23.0,19.94,19.94,657816780.8,308580608,-0.0998,24.36,19.93,0,0,0
20200227,20.0,20.21,18.51,19.08,389479270.4,202152941,-0.0431,21.93,17.95,0,0,0
20200228,17.98,18.6,17.36,17.58,348294937.6,193918892,-0.0786,20.99,17.17,0,0,0
20200302,18.17,18.75,17.6,18.12,304714752.0,167381367,0.0307,19.34,15.82,0,0,0
