date,open,high,low,close,amount,vol
20191217,18.19,18.46,18.1,18.31,3029203.2,1656020
20191218,18.4,19.29,18.27,18.95,7094183.2,3770116
20191219,18.89,19.11,18.6,18.62,3481862.0,1853074
20191220,18.65,19.23,18.55,18.74,3604087.6,1910576
20191223,18.7,18.74,18.41,18.49,2522584.0,1360760
20191224,18.31,18.88,18.31,18.63,3042560.8,1627280
20191225,18.46,18.84,18.45,18.6,2284807.0,1225276
20191226,18.7,18.7,18.38,18.46,1975195.4,1066080
20191227,18.48,18.85,18.45,18.5,2344851.4,1260440
20191230,18.5,18.66,18.18,18.65,2675767.2,1447620
20191231,18.75,18.82,18.58,18.71,2134910.2,1141840
20200102,18.85,18.96,18.7,18.84,2771493.6,1470220
20200103,18.85,19.0,18.71,18.9,2479737.0,1311920
20200106,18.87,19.0,18.68,18.78,2350067.2,1248180
20200107,18.83,19.09,18.81,18.94,2057933.8,1086608
20200108,18.9,19.22,18.75,18.86,3298694.4,1742340
20200109,18.98,19.47,18.92,19.34,5249633.2,2734740
20200110,19.34,20.59,19.22,20.1,14167888.0,7055708
20200113,20.0,20.74,19.81,20.56,12691085.6,6205824
20200114,20.6,20.93,20.15,20.2,10281016.0,5011340
20200115,20.2,20.67,20.02,20.49,8287329.6,4045186
20200116,20.37,20.65,19.61,19.96,9300509.6,4613551
20200117,19.79,20.55,19.79,19.96,6191862.8,3066180
20200120,19.86,20.2,19.69,19.76,3641510.4,1829880
20200121,19.77,19.9,19.01,19.09,4465282.0,2317460
20200122,19.07,19.09,18.41,18.85,3482247.2,1860896
20200123,18.55,18.83,17.88,18.16,2969885.6,1622040
20200203,16.34,16.34,16.34,16.34,261930.2,160300
20200204,14.75,17.92,14.72,16.98,7318393.6,4363915
20200205,16.76,17.4,16.76,17.11,4058684.8,2366131
20200206,17.39,17.49,16.75,17.06,3653707.2,2133354
20200207,16.89,17.05,16.5,16.71,3368278.0,2016800
20200210,16.65,16.84,16.4,16.72,2016032.4,1209540
20200211,16.68,16.93,16.62,16.64,2304675.8,1376360
20200212,16.65,16.71,16.4,16.6,2527719.4,1527576
20200213,16.6,16.7,16.19,16.2,2259685.2,1379300
20200214,16.19,16.3,16.0,16.22,1522934.5,942836
20200217,16.5,16.75,16.24,16.68,2203498.8,1331680
20200218,16.59,17.85,16.59,17.75,5233432.0,2998410
20200219,17.6,17.87,17.49,17.6,3626497.6,2053176
20200220,17.55,18.05,17.55,17.73,2162643.6,1215780
20200221,17.84,17.87,17.56,17.56,2096164.6,1187820
20200224,17.56,17.81,17.51,17.75,2008175.8,1134922
20200225,17.5,18.49,17.0,18.19,3331200.6,1894460
20200226,17.82,19.4,17.82,19.0,12282320.0,6467722
20200227,18.95,19.84,18.74,19.62,14132692.8,7232766
20200228,18.9,19.55,18.38,18.7,8639500.0,4558026
20200302,18.55,20.2,18.55,20.18,14827315.2,7536296
20200303,20.18,20.74,19.51,19.76,18574825.6,9219262
20200304,19.75,19.97,18.81,19.11,11522475.2,5963717
