date,open,high,low,close,amount,vol
20191219,11.61,11.9,11.5,11.75,9027225.6,7695449
20191220,11.71,12.15,11.69,11.77,8573475.2,7219631
20191223,11.61,11.71,11.02,11.03,8700889.6,7741231
20191224,11.34,11.79,11.06,11.55,8124880.8,7112676
20191225,11.59,11.8,11.41,11.62,6268256.8,5402081
20191226,11.51,11.69,11.14,11.33,7571626.4,6687394
20191227,11.43,11.74,11.33,11.42,6587198.8,5709136
20191230,11.29,11.95,11.23,11.75,9539225.6,8179751
20191231,11.77,11.79,11.37,11.44,6377927.2,5534782
20200102,11.45,11.72,11.3,11.48,6299758.4,5472782
20200103,11.58,11.58,11.04,11.1,8165210.4,7260399
20200106,11.05,11.24,10.68,11.06,5439677.2,4935501
20200107,11.01,11.17,11.0,11.08,3466716.8,3136564
20200108,11.09,11.09,10.61,10.65,5664506.4,5258700
20200109,10.78,10.94,10.58,10.7,4254610.8,3981901
20200110,10.72,10.78,10.55,10.65,3669387.6,3440302
20200113,10.6,10.88,10.58,10.82,4787189.2,4457200
20200114,10.82,11.32,10.78,11.19,8686080.8,7798977
20200115,11.19,11.37,10.93,11.04,5591557.6,5015802
20200116,11.04,11.14,10.64,10.67,4499487.6,4160687
20200117,10.65,11.13,10.65,10.94,5065035.2,4645500
20200120,10.85,11.06,10.69,10.82,3431614.8,3176638
20200121,10.85,10.85,10.48,10.48,3201967.6,2987076
20200122,10.47,10.67,10.35,10.56,2891549.6,2740100
20200123,10.47,10.5,9.72,9.84,4770894.4,4744699
20200203,8.86,8.86,8.86,8.86,488983.4,551900
20200204,7.97,8.55,7.97,8.45,3933101.6,4741320
20200205,8.53,9.16,8.49,8.9,3899085.6,4383400
20200206,8.9,9.2,8.9,9.14,2821721.6,3101201
20200207,9.03,9.14,8.85,9.02,2320060.6,2577800
20200210,8.96,9.24,8.9,9.18,2588565.0,2854653
20200211,9.19,9.32,9.1,9.11,2415547.6,2628282
20200212,9.12,9.23,9.05,9.14,1901909.2,2084530
20200213,9.18,9.26,8.9,8.92,3412122.0,3789600
20200214,8.9,9.02,8.82,8.88,1960459.6,2201831
20200217,8.98,9.17,8.91,9.15,2216202.0,2436800
20200218,9.21,9.41,9.12,9.36,3719982.4,4007200
20200219,9.46,9.49,9.15,9.16,3495387.6,3771001
20200220,9.2,9.38,9.08,9.35,2945787.0,3181951
20200221,9.47,9.47,9.21,9.33,4167404.8,4477751
20200224,9.32,9.4,9.08,9.38,4267635.2,4615953
20200225,9.23,9.3,8.83,9.15,4115281.2,4510120
20200226,9.03,9.44,8.98,9.08,4006292.8,4332834
20200227,9.09,9.27,9.0,9.08,2332231.6,2563506
20200228,8.85,9.07,8.29,8.41,4376295.2,5061944
20200302,8.47,8.96,8.47,8.9,3482636.0,3954833
20200303,8.96,9.14,8.71,8.81,3113698.8,3486901
20200304,8.84,8.98,8.73,8.98,1993400.8,2243558
20200305,9.18,9.2,9.0,9.17,4284250.4,4692684
20200306,9.09,9.56,9.04,9.42,4978148.0,5310900
