date,open,high,low,close,amount,vol
20191219,92.6,93.77,86.5,86.5,142366348.8,16084699
20191220,86.92,88.8,85.0,86.0,75762054.4,8693861
20191223,80.5,84.47,80.4,81.35,80983974.4,9863626
20191224,82.7,87.86,82.7,86.53,102878963.2,12020108
20191225,87.44,93.13,87.11,91.75,121187648.0,13333143
20191226,90.27,91.46,87.56,90.19,88669932.8,9935648
20191227,90.0,90.26,85.5,85.8,78597254.4,8999761
20191230,84.47,86.55,78.12,84.76,71188915.2,8568933
20191231,85.38,89.5,85.01,87.15,78209785.6,8956131
20200102,87.7,91.61,86.5,88.99,99378873.6,11096822
20200103,88.92,89.88,84.8,85.12,96365971.2,11168930
20200106,82.73,86.7,82.1,84.35,61218816.0,7236985
20200107,85.0,85.8,81.5,83.39,77627545.6,9360887
20200108,82.77,84.35,82.0,82.7,54968288.0,6616726
20200109,83.66,85.5,82.05,84.86,72123980.8,8582517
20200110,84.01,91.51,84.0,89.44,136358643.2,15501573
20200113,89.0,94.66,87.07,93.7,134555174.4,14673955
20200114,93.77,93.8,89.18,89.6,95036582.4,10459032
20200115,88.59,91.4,87.86,90.33,64885964.8,7204129
20200116,89.02,95.3,89.02,93.21,110621683.2,11963771
20200117,92.7,93.0,89.1,89.32,81787379.2,9006914
20200120,87.0,96.86,87.0,96.13,130726604.8,14134136
20200121,95.0,105.74,93.5,103.23,183206105.6,18327674
20200122,102.0,109.0,100.0,105.55,158077440.0,15156642
20200123,102.91,108.66,98.88,101.78,138172915.2,13344689
20200203,91.6,91.6,91.6,91.6,9854328.0,1075800
20200204,82.88,96.8,82.88,95.0,143742886.4,15585752
20200205,95.95,98.37,93.5,93.91,124614259.2,13066349
20200206,91.48,95.1,90.23,93.45,93294630.4,10057309
20200207,93.48,102.79,93.46,100.73,127079155.2,12837877
20200210,99.0,103.39,90.76,98.18,107768243.2,10958718
20200211,97.18,104.0,97.18,100.09,99679264.0,9821893
20200212,99.5,102.68,97.36,101.68,94412128.0,9421110
20200213,103.22,111.85,103.0,111.85,185309593.6,16947533
20200214,113.0,115.48,107.0,112.88,169061542.4,15117167
20200217,111.99,116.0,111.98,115.1,126736563.2,11128593
20200218,115.0,125.58,112.98,123.62,143841792.0,12165948
20200219,120.0,133.5,117.89,125.31,157522700.8,12510382
20200220,126.3,132.38,122.88,129.23,128955110.4,10083047
20200221,128.5,131.46,126.1,128.18,130385536.0,10143349
20200224,129.0,138.99,128.56,137.64,122303513.6,9189547
20200225,133.0,141.26,126.0,137.4,160610572.8,11842842
20200226,134.5,142.26,126.92,127.2,154769395.2,11414082
20200227,130.0,131.68,121.57,126.28,120401433.6,9519913
20200228,119.6,125.0,113.65,117.77,129661977.6,11032235
20200302,122.95,123.0,113.27,116.7,105324640.0,8951535
20200303,119.0,126.55,117.1,120.04,118719001.6,9775639
20200304,118.0,118.3,108.2,112.12,100168217.6,8892120
20200305,114.65,115.0,107.13,113.2,93061254.4,8340826
20200306,110.02,112.57,107.83,110.03,56806080.0,5152900
