date,open,high,low,close,amount,vol
20191219,15.53,15.64,15.43,15.63,8145072.0,5241894
20191220,15.63,15.68,15.36,15.36,8191336.0,5272082
20191223,15.25,15.48,15.11,15.17,8765567.2,5735314
20191224,15.21,15.35,15.21,15.34,4121696.0,2696327
20191225,15.34,15.38,15.24,15.3,4044355.6,2641114
20191226,15.35,15.76,15.33,15.61,9510567.2,6118084
20191227,15.72,15.87,15.46,15.46,9558838.4,6097490
20191230,15.41,15.93,15.35,15.85,14888640.0,9443093
20191231,15.83,16.07,15.74,16.03,11422464.8,7188068
20200102,16.03,16.1,15.87,16.04,13255740.8,8284513
20200103,16.08,16.23,15.88,15.94,11662746.4,7268135
20200106,15.88,15.96,15.73,15.83,9455444.8,5966321
20200107,15.8,16.1,15.8,16.08,10176893.6,6375683
20200108,15.99,16.15,15.77,15.84,9938344.0,6230549
20200109,15.93,16.1,15.91,16.04,9896672.8,6177823
20200110,16.06,16.77,16.05,16.5,23950720.0,14567033
20200113,16.46,16.78,16.41,16.58,19434912.0,11721601
20200114,16.5,16.58,16.32,16.35,10189664.8,6215233
20200115,16.39,16.65,16.32,16.35,10892927.2,6619899
20200116,16.33,16.43,16.16,16.21,8231649.6,5063200
20200117,16.21,16.28,15.97,16.04,7545445.6,4683331
20200120,16.05,16.15,15.94,16.08,7201944.0,4492120
20200121,16.05,16.05,15.54,15.63,11824672.0,7530190
20200122,15.6,15.66,15.31,15.54,7396278.4,4772639
20200123,15.44,15.55,14.88,14.96,10376671.2,6852243
20200203,13.46,13.46,13.46,13.46,2465468.2,1831700
20200204,12.4,13.3,12.4,13.02,13779622.4,10623549
20200205,13.02,13.55,12.98,13.32,10211740.8,7688358
20200206,13.24,13.74,13.13,13.7,9638696.0,7206772
20200207,13.61,13.64,13.4,13.57,6560672.4,4852426
20200210,13.55,13.83,13.4,13.8,6337096.0,4644039
20200211,13.8,14.21,13.74,13.97,8729716.0,6237902
20200212,13.92,14.07,13.81,14.02,5391594.0,3866521
20200213,14.03,14.17,13.8,13.81,6672980.0,4779511
20200214,13.8,13.88,13.65,13.78,5382849.2,3905691
20200217,13.8,14.14,13.8,14.1,8229664.0,5890368
20200218,14.16,14.26,14.02,14.21,7754912.0,5485193
20200219,14.18,14.4,14.05,14.15,6975394.4,4894570
20200220,14.24,14.54,14.19,14.5,11310352.0,7840249
20200221,14.49,14.59,14.42,14.45,8828944.8,6091774
20200224,14.45,14.45,14.15,14.24,9892429.6,6946636
20200225,14.0,14.12,13.64,14.05,10681202.4,7665556
20200226,13.88,14.18,13.82,13.93,7598417.6,5419413
20200227,14.02,14.14,13.87,13.88,6554603.2,4688209
20200228,13.61,13.65,13.17,13.19,11636917.6,8690846
20200302,13.25,13.65,13.25,13.59,6766853.6,5020502
20200303,13.7,13.91,13.7,13.81,8107584.0,5872145
20200304,13.77,13.89,13.7,13.87,5570952.0,4035300
20200305,13.98,14.48,13.92,14.4,15700460.8,10996838
20200306,14.28,14.5,14.23,14.27,10177456.0,7110900
