date,open,high,low,close,amount,vol
20191217,9.56,9.68,9.53,9.64,2953820.2,3069113
20191218,9.6,9.72,9.58,9.71,3554836.4,3683685
20191219,9.66,10.16,9.66,9.79,4193989.2,4256618
20191220,9.72,9.78,9.5,9.52,3208113.6,3331099
20191223,9.5,9.57,9.17,9.17,2237876.8,2393250
20191224,9.26,9.45,9.15,9.42,2003921.6,2148090
20191225,9.45,9.55,9.34,9.46,1765963.0,1868200
20191226,9.39,9.58,9.39,9.58,1967136.0,2068779
20191227,9.6,9.65,9.41,9.48,2234267.6,2346659
20191230,9.41,9.41,9.19,9.32,2159389.2,2321812
20191231,9.37,9.43,9.26,9.36,1713275.8,1834060
20200102,9.41,9.64,9.41,9.63,2602049.8,2723465
20200103,9.48,9.66,9.48,9.61,3197901.2,3336399
20200106,9.55,9.78,9.48,9.68,3571764.8,3700292
20200107,9.65,9.86,9.63,9.86,3684294.4,3779660
20200108,9.76,9.85,9.52,9.58,3514120.4,3627073
20200109,9.67,9.79,9.64,9.72,2946034.2,3029093
20200110,9.77,9.78,9.58,9.7,2429818.0,2506900
20200113,9.68,9.85,9.56,9.83,3655071.2,3754944
20200114,9.8,10.71,9.77,10.06,10750640.8,10627455
20200115,10.15,10.45,10.08,10.28,10586387.2,10306461
20200116,10.11,10.14,9.81,9.85,7117416.8,7164900
20200117,9.8,9.84,9.66,9.66,3538761.6,3634517
20200120,9.64,9.65,9.3,9.52,4251185.6,4496046
20200121,9.46,9.5,9.26,9.27,2788856.6,2986211
20200122,9.2,9.4,9.05,9.33,2590325.4,2810264
20200123,9.33,9.33,8.8,8.88,3384949.2,3747720
20200203,7.99,7.99,7.99,7.99,263030.8,329200
20200204,7.19,7.7,7.19,7.51,3936311.2,5281697
20200205,7.51,7.9,7.5,7.75,3051895.2,3928920
20200206,7.86,8.23,7.78,8.15,3790362.4,4724069
20200207,8.1,8.49,7.99,8.48,3664317.2,4451016
20200210,8.38,8.78,8.3,8.47,3027532.8,3581459
20200211,8.48,8.57,8.32,8.34,2181278.8,2599035
20200212,8.26,8.46,8.22,8.42,2480663.2,2961250
20200213,8.31,8.43,8.21,8.29,2725099.6,3283393
20200214,8.26,8.36,8.15,8.23,2487959.2,3009758
20200217,8.34,8.57,8.3,8.57,3074305.4,3626775
20200218,8.58,8.85,8.51,8.8,4445778.0,5120039
20200219,8.77,9.24,8.71,9.24,6886415.2,7665347
20200220,9.2,9.45,8.99,9.35,8824960.0,9605132
20200221,9.19,10.29,9.19,10.29,18909596.8,18735776
20200224,11.0,11.32,10.25,11.32,19225267.2,17473065
20200225,12.45,12.45,12.09,12.45,19754488.0,15879459
20200226,13.7,13.7,13.7,13.7,3411711.2,2490300
20200227,14.0,14.0,12.33,12.33,43288924.8,34046675
20200228,11.1,11.4,11.1,11.1,6745875.2,6072100
20200302,11.25,12.21,10.18,12.21,37780758.4,33555656
20200303,13.43,13.43,12.6,12.8,68850835.2,51937486
20200304,12.0,12.75,11.52,11.54,49814979.2,41902929
