date,open,high,low,close,amount,vol
20191218,4.99,5.01,4.95,4.98,2875737.2,5773663
20191219,4.96,5.03,4.95,5.02,3392960.8,6804736
20191220,5.0,5.04,4.93,4.93,2909464.0,5827343
20191223,4.93,4.98,4.87,4.88,2221000.4,4500180
20191224,4.88,4.95,4.84,4.95,1933778.4,3949729
20191225,4.95,4.96,4.9,4.93,1926147.8,3908333
20191226,4.93,5.02,4.92,4.99,2534928.8,5091659
20191227,4.99,5.02,4.96,4.98,3377061.6,6772014
20191230,4.98,4.99,4.9,4.99,2579737.6,5222247
20191231,4.99,5.07,4.97,5.06,4749527.6,9445412
20200102,5.19,5.24,5.09,5.14,7296083.2,14141398
20200103,5.13,5.28,5.11,5.22,6001341.2,11515971
20200106,5.2,5.27,5.15,5.21,5126670.4,9847976
20200107,5.23,5.25,5.17,5.25,3934640.4,7553040
20200108,5.23,5.31,5.15,5.17,6050309.2,11603520
20200109,5.3,5.31,5.21,5.25,5393644.8,10251014
20200110,5.29,5.78,5.29,5.78,9322236.8,16570068
20200113,5.78,5.78,5.52,5.68,17847411.2,31643239
20200114,5.62,6.16,5.56,5.88,18009369.6,30757464
20200116,5.84,5.87,5.54,5.58,11925848.0,21056805
20200117,5.48,5.65,5.46,5.47,6094330.0,11011408
20200120,5.47,5.54,5.28,5.33,7468060.0,13931641
20200121,5.32,5.32,5.19,5.2,4793801.6,9114402
20200122,5.16,5.21,5.05,5.17,4360993.6,8508892
20200123,5.08,5.1,4.83,4.88,6371024.8,12857112
20200203,4.39,4.45,4.39,4.39,3819768.0,8694800
20200204,4.1,4.59,4.1,4.46,5211975.2,11794024
20200205,4.39,4.63,4.39,4.6,3965573.6,8668618
20200206,4.62,5.06,4.61,4.96,8403408.8,17174614
20200207,5.0,5.04,4.74,4.86,6527176.8,13394982
20200210,4.84,5.26,4.82,5.21,9335461.6,18441889
20200211,5.21,5.21,4.97,5.03,6481483.6,12807820
20200212,5.0,5.02,4.91,4.98,4166186.0,8386832
20200213,4.99,4.99,4.84,4.88,3731766.8,7610068
20200214,4.88,4.9,4.82,4.85,2537581.2,5230630
20200217,4.9,5.14,4.9,5.1,7371531.2,14660707
20200218,5.1,5.25,5.03,5.23,9635356.8,18626545
20200219,5.16,5.2,5.12,5.13,5690522.4,11048900
20200220,5.13,5.18,5.02,5.17,5412238.8,10584397
20200221,5.18,5.18,5.08,5.12,5287974.0,10314942
20200224,5.1,5.16,5.04,5.13,5143328.8,10090623
20200225,5.01,5.09,4.88,5.06,6453824.4,12897051
20200226,4.99,5.3,4.97,5.14,9338612.8,17966480
20200227,5.14,5.26,5.13,5.22,6829334.4,13121609
20200228,5.0,5.12,4.88,4.89,7310306.4,14674241
20200302,4.93,5.07,4.93,5.03,4714406.4,9373363
20200303,5.09,5.25,5.05,5.24,9228683.2,17815191
20200304,5.2,5.44,5.18,5.4,11515402.4,21493413
20200305,5.44,5.48,5.31,5.38,10286668.8,19139317
20200306,5.3,5.41,5.26,5.37,7131677.6,13357700
