date,open,high,low,close,amount,vol
20191219,18.77,19.24,18.68,18.98,4491304.8,2367754
20191220,18.88,18.99,18.64,18.74,3225429.0,1713743
20191223,18.66,18.84,18.27,18.47,3839976.0,2065938
20191224,18.46,18.6,18.15,18.51,2772727.6,1506484
20191225,18.59,19.59,18.41,18.95,6133994.0,3211180
20191226,18.89,19.66,18.29,18.84,7426529.6,3928191
20191227,18.72,19.48,18.54,18.69,5664251.2,2978953
20191230,18.62,19.5,17.91,19.13,7115380.8,3751836
20191231,19.25,19.35,18.61,19.31,7774808.0,4079069
20200102,19.36,19.5,18.63,18.79,8200386.4,4343849
20200103,18.84,18.84,18.04,18.4,7274928.8,3965583
20200106,18.61,18.68,18.17,18.33,4796603.2,2616806
20200107,18.35,18.44,18.16,18.32,3536918.8,1937659
20200108,18.35,18.35,17.61,17.78,6723569.6,3757542
20200109,17.86,18.12,17.61,17.88,5143613.6,2886728
20200110,17.89,18.14,17.85,18.02,4188988.4,2325322
20200113,18.18,18.25,17.72,18.18,4563739.6,2540051
20200114,18.28,19.9,18.06,19.59,15104052.8,7909341
20200115,19.51,20.28,19.36,20.16,13580576.0,6843127
20200116,19.88,20.45,19.8,20.25,9283739.2,4613952
20200117,20.35,20.39,19.58,19.63,7169452.8,3603088
20200120,19.83,20.1,19.57,19.61,8952531.2,4533100
20200121,19.85,19.88,19.42,19.55,4325250.4,2201504
20200122,19.74,19.74,18.72,19.25,9362630.4,4883612
20200123,19.06,19.41,17.42,17.8,9858302.4,5380695
20200203,16.02,16.02,16.02,16.02,991638.0,619000
20200204,14.52,15.94,14.52,15.37,7710569.6,4977113
20200205,15.39,16.16,15.39,15.82,5945928.8,3743809
20200206,15.78,16.4,15.78,16.15,6591014.8,4080556
20200207,16.13,16.39,15.51,15.91,9675144.8,6124183
20200210,17.5,17.5,16.5,17.5,9581128.8,5549982
20200211,18.13,18.3,16.8,16.98,15483672.0,8901363
20200212,16.78,17.13,16.72,17.02,8746596.8,5162513
20200213,16.93,17.13,16.31,16.46,8554047.2,5151007
20200214,16.61,16.61,16.11,16.3,7581816.8,4640593
20200217,16.4,17.28,16.27,17.2,16624851.2,9971225
20200218,17.05,18.06,16.85,17.9,19527729.6,11173746
20200219,17.93,19.69,17.75,19.01,25621612.8,13698529
20200220,19.46,20.42,18.21,19.68,29045075.2,15174147
20200221,20.2,21.65,19.94,21.65,36016739.2,17080235
20200224,23.0,23.79,21.7,22.52,44830432.0,19715870
20200225,21.69,24.51,21.3,23.68,39739488.0,17627077
20200226,22.9,23.2,21.8,21.86,24241793.6,10752356
20200227,21.88,22.73,21.36,21.7,19577480.0,8852738
20200228,20.58,22.34,20.58,20.99,22248102.4,10426437
20200302,21.5,21.9,21.2,21.33,17562371.2,8151535
20200303,21.78,22.58,20.98,21.19,25160896.0,11534369
20200304,20.95,21.68,20.4,20.86,15035001.6,7176915
20200305,21.3,21.47,20.82,20.96,10652608.0,5057013
20200306,20.87,22.84,20.6,22.0,28487129.6,12909600
