date,open,high,low,close,amount,vol
20191217,4.33,4.33,4.33,4.33,3263737.6,7537500
20191218,4.51,4.76,4.42,4.76,71305356.8,153597268
20191219,4.7,4.75,4.46,4.47,52070297.6,114144677
20191220,4.43,4.58,4.31,4.35,33699993.6,75851420
20191223,4.54,4.65,4.33,4.36,36363590.4,81093216
20191224,4.25,4.36,4.11,4.34,25151796.8,59501449
20191225,4.28,4.46,4.23,4.4,25615774.4,58941356
20191226,4.39,4.52,4.34,4.42,23127185.6,52228895
20191227,4.4,4.42,4.23,4.24,19453747.2,45076622
20191230,4.21,4.31,4.17,4.3,11579779.2,27134805
20191231,4.3,4.32,4.18,4.2,11391026.4,26941457
20200102,4.23,4.36,4.21,4.36,14832974.4,34533620
20200103,4.37,4.44,4.3,4.32,12524816.8,28835341
20200106,4.3,4.38,4.22,4.3,11722716.8,27224681
20200107,4.31,4.34,4.27,4.31,9473042.4,22049588
20200108,4.35,4.55,4.34,4.39,31035270.4,69744039
20200109,4.41,4.47,4.32,4.39,17221670.4,39301737
20200110,4.36,4.38,4.29,4.35,10173868.0,23481530
20200113,4.35,4.35,4.23,4.29,8297534.4,19423208
20200114,4.27,4.33,4.26,4.27,6440059.2,15029995
20200115,4.28,4.28,4.19,4.19,6688708.4,15873176
20200116,4.2,4.26,4.16,4.18,4897567.2,11650100
20200117,4.21,4.25,4.17,4.19,4601934.8,10930668
20200120,4.19,4.26,4.19,4.26,5832722.8,13788621
20200121,4.25,4.25,4.12,4.12,7090466.4,17003659
20200122,4.09,4.09,3.86,4.03,8490667.2,21346878
20200123,4.01,4.12,3.86,3.9,6845748.8,17247300
20200203,3.51,3.51,3.51,3.51,1146295.8,3265800
20200204,3.16,3.47,3.16,3.43,8295604.8,24609279
20200205,3.42,3.55,3.41,3.45,6381894.0,18304816
20200206,3.45,3.65,3.44,3.57,7905919.2,22161776
20200207,3.54,3.64,3.51,3.57,6132530.8,17204538
20200210,3.58,3.7,3.55,3.66,5817938.8,16018916
20200211,3.66,3.71,3.61,3.67,5285924.0,14420341
20200212,3.66,3.85,3.64,3.79,7825060.0,20949207
20200213,3.76,3.8,3.69,3.7,7066852.0,18866589
20200214,3.7,3.76,3.66,3.7,4536476.0,12192680
20200217,3.72,3.88,3.71,3.82,7360252.0,19363150
20200218,3.84,4.2,3.83,4.2,12959005.6,32431291
20200219,4.29,4.41,4.09,4.1,22406396.8,52708625
20200220,4.11,4.51,4.05,4.51,25651041.6,59501831
20200221,4.65,4.96,4.61,4.96,62468499.2,127757946
20200224,5.11,5.46,5.0,5.46,53907859.2,99887723
20200225,5.2,5.95,5.2,5.79,96487769.6,173793052
20200226,5.51,5.63,5.21,5.21,52347731.2,97213684
20200227,5.17,5.4,4.82,5.0,34225289.6,67637684
20200228,4.73,4.8,4.5,4.5,33294585.6,72302066
20200302,4.55,4.81,4.49,4.71,25758478.4,55391848
20200303,4.75,4.89,4.61,4.66,22335889.6,46913308
20200304,4.55,4.89,4.52,4.78,24335164.8,51212714
