date,open,high,low,close,amount,vol
20191219,3.44,3.48,3.42,3.48,6742284.0,19522004
20191220,3.44,3.49,3.42,3.42,6244674.4,18070751
20191223,3.4,3.45,3.35,3.35,5053969.6,14873706
20191224,3.36,3.39,3.34,3.36,4077101.6,12118254
20191225,3.37,3.39,3.31,3.34,5576970.4,16649745
20191226,3.33,3.35,3.31,3.33,4482944.8,13476308
20191227,3.32,3.38,3.31,3.33,6518379.2,19527922
20191230,3.31,3.33,3.28,3.32,7093294.4,21451729
20191231,3.31,3.41,3.31,3.39,9368918.4,27979962
20200102,3.41,3.43,3.38,3.43,9707467.2,28512700
20200103,3.43,3.55,3.42,3.52,14676755.2,41860156
20200106,3.59,3.76,3.56,3.68,31200147.2,85071350
20200107,3.61,3.62,3.55,3.58,12858796.0,35917287
20200108,3.67,3.72,3.58,3.63,19492630.4,53511675
20200109,3.5,3.6,3.49,3.57,11815455.2,33370063
20200110,3.54,3.56,3.5,3.5,7304492.8,20772340
20200113,3.51,3.52,3.43,3.48,6745920.8,19524604
20200114,3.45,3.51,3.45,3.47,6269127.2,18022300
20200115,3.47,3.47,3.4,3.43,5078038.4,14824070
20200116,3.42,3.43,3.38,3.41,5241929.6,15432775
20200117,3.4,3.41,3.37,3.38,3722798.0,10987782
20200120,3.38,3.4,3.35,3.38,6139531.6,18207094
20200121,3.38,3.38,3.3,3.32,5855934.4,17576056
20200122,3.3,3.33,3.25,3.31,5710018.4,17404430
20200123,3.28,3.28,3.15,3.18,8047723.2,25045166
20200203,2.86,2.91,2.86,2.86,3679648.8,12857100
20200204,2.6,2.82,2.6,2.72,12718912.0,46775603
20200205,2.72,2.78,2.71,2.76,8434641.6,30671193
20200206,2.79,2.83,2.75,2.82,8493521.6,30521585
20200207,2.79,2.79,2.73,2.77,7597994.4,27487866
20200210,2.75,2.84,2.73,2.84,8037417.6,28735040
20200211,2.84,2.91,2.81,2.88,7835893.6,27282537
20200212,2.87,2.9,2.85,2.9,5153991.6,17905383
20200213,2.92,2.94,2.86,2.87,5041989.6,17410677
20200214,2.88,2.89,2.85,2.87,4364954.4,15244087
20200217,2.88,2.95,2.86,2.94,8651072.8,29667517
20200218,2.94,2.98,2.92,2.95,7638148.0,25921258
20200219,2.94,2.96,2.92,2.95,6115746.0,20786292
20200220,2.95,3.02,2.93,3.02,9009178.4,30288621
20200221,3.0,3.03,2.99,3.01,9069734.4,30136511
20200224,2.97,2.98,2.9,2.93,10898544.8,37155630
20200225,2.84,2.89,2.81,2.87,13249383.2,46554571
20200226,2.83,2.97,2.8,2.91,18902412.8,65414020
20200227,2.9,2.91,2.84,2.85,18494790.4,64609135
20200228,2.77,2.81,2.69,2.75,19360532.8,70252353
20200302,2.75,2.88,2.74,2.86,15405937.6,54448607
20200303,2.9,2.93,2.83,2.87,18405896.0,63729838
20200304,2.86,2.92,2.84,2.92,11324696.0,39333366
20200305,2.94,3.08,2.91,3.06,25308110.4,83881661
20200306,3.0,3.04,2.97,3.01,12990082.4,43186600
