date,open,high,low,close,amount,vol
20191219,10.27,10.33,9.99,10.11,37320697.6,36866292
20191220,10.1,10.34,10.06,10.21,24607020.8,24017307
20191223,10.21,10.54,10.21,10.31,30219875.2,29022809
20191224,10.31,10.45,10.03,10.35,32336422.4,31706418
20191225,10.4,10.4,10.08,10.18,19818854.4,19481470
20191226,10.17,10.55,10.15,10.54,33605235.2,32172904
20191227,10.54,10.84,10.44,10.66,41683510.4,39155290
20191230,10.88,10.98,10.66,10.9,39459366.4,36255853
20191231,10.81,11.03,10.73,10.9,33823593.6,31125065
20200102,11.05,11.3,10.9,10.96,47151971.2,42534434
20200103,10.96,11.07,10.86,11.0,29029616.0,26437766
20200106,10.8,10.89,10.59,10.72,49211200.0,45768449
20200107,10.75,10.94,10.68,10.8,27128761.6,25150565
20200108,10.71,10.79,10.56,10.62,48445718.4,45467766
20200109,10.76,11.0,10.72,10.79,34376691.2,31704176
20200110,10.83,10.91,10.72,10.87,26171404.8,24184537
20200113,10.9,11.4,10.81,11.39,54341376.0,48533166
20200114,11.38,11.58,11.13,11.3,34966204.8,30792153
20200115,11.26,11.3,11.02,11.06,22097062.4,19863112
20200116,11.07,11.19,10.97,11.08,24052347.2,21710077
20200117,11.08,11.15,10.92,10.97,15715281.6,14252949
20200120,10.95,11.38,10.76,11.22,41136678.4,36983529
20200121,11.24,11.26,10.75,10.78,40301337.6,36833332
20200122,10.6,10.86,10.34,10.68,38892396.8,36659030
20200123,10.6,10.6,9.85,10.0,50562246.4,49609606
20200203,9.0,9.35,9.0,9.21,65578220.8,71670181
20200204,9.21,9.91,9.21,9.68,45446876.8,47662618
20200205,9.7,9.89,9.58,9.83,41895884.8,43043216
20200206,9.76,10.06,9.55,9.9,42363132.8,43297759
20200207,9.81,9.92,9.56,9.77,28332246.4,29240942
20200210,9.65,10.05,9.56,9.93,36314131.2,36835214
20200211,9.94,10.15,9.83,9.92,33127856.0,33183737
20200212,9.86,10.17,9.84,10.08,24786672.0,24649242
20200213,10.05,10.41,10.03,10.08,31417558.4,30666056
20200214,10.11,10.35,10.01,10.2,28337881.6,27866496
20200217,10.2,10.34,10.07,10.3,37507360.0,36747049
20200218,10.24,10.34,10.08,10.14,27357443.2,26900816
20200219,10.11,10.38,10.06,10.14,32555468.8,31877353
20200220,10.19,10.34,10.1,10.31,36842761.6,36020672
20200221,10.39,10.39,10.15,10.19,34164102.4,33369101
20200224,10.13,10.13,9.92,10.0,36148201.6,36161730
20200225,9.75,9.82,9.54,9.68,66767539.2,69188578
20200226,9.51,10.04,9.39,9.69,63102156.8,65226027
20200227,9.64,10.06,9.61,9.77,38558729.6,39138404
20200228,9.55,9.73,9.15,9.38,54848070.4,58319601
20200302,9.4,10.02,9.28,9.97,77236000.0,78583351
20200303,10.08,10.15,9.6,9.76,57989516.8,59054436
20200304,9.58,9.85,9.55,9.77,37844387.2,39080478
20200305,9.85,10.05,9.85,10.0,45949328.0,46120323
20200306,9.9,9.94,9.63,9.65,45290896.0,46661200
